composer,filename,work,fold
beethoven,Piano_Sonata_n31_op110.mid,piano_sonata_n31_op110,2
beethoven,Piano_sonata_n32_op111.mid,piano_sonata_n32_op111,2
beethoven,Piano_Sonatina_in_G_Op79.mid,piano_sonatina_in_g_op79,2
beethoven,Preludes_2_Through_Major_keys_39.mid,preludes_2_through_major_keys_39,2
beethoven,Rage_over_a_lost_pennny.mid,rage_over_a_lost_pennny,0
beethoven,Romance_piano.mid,romance_piano,2
beethoven,Rondo_in_B_flat.mid,rondo_in_b_flat,1
beethoven,Rondo_Opus51_No1.mid,rondo_opus51_no1,2
beethoven,Rondo_Opus51_No2.mid,rondo_opus51_no2,2
beethoven,Sechs_Variationen.mid,sechs_variationen,3
beethoven,Seven_Inversions_of_God_Save_the_King.mid,seven_inversions_of_god_save_the_king,0
beethoven,Sieben_Bagatellen_in_A_Major_Opus33_No4.mid,sieben_bagatellen_in_a_major_opus33_no4,3
beethoven,Sieben_Bagatellen_in_C_Major_Opus33_No5.mid,sieben_bagatellen_in_c_major_opus33_no5,4
beethoven,Sieben_Bagatellen_in_D_Major_Opus33_No6.mid,sieben_bagatellen_in_d_major_opus33_no6,3
beethoven,Sieben_Bagatellen_in_E_flat_Major_Opus33_No1.mid,sieben_bagatellen_in_e_flat_major_opus33_no1,2
beethoven,Sieben_Bagatellen_in_F_Major_Opus33_No3.mid,sieben_bagatellen_in_f_major_opus33_no3,1
beethoven,Sketch_for_Piano_Alla_Marcia.mid,sketch_for_piano_alla_marcia,4
beethoven,Sketch_for_Piano_Allegretto.mid,sketch_for_piano_allegretto,3
beethoven,Sketch_for_Piano_Allegro_Giocoso.mid,sketch_for_piano_allegro_giocoso,3
beethoven,Sketch_for_Piano_Allegro.mid,sketch_for_piano_allegro,4
beethoven,Sketch_for_Piano_Presto.mid,sketch_for_piano_presto,2
beethoven,Sonata_for_Piano__Cello_n2_op05.mid,sonata_for_piano__cello_n2_op05,4
beethoven,122.mid,122,3
beethoven,Sonata_No14_Op_27_Moonlight_Sonata.mid,sonata_no14_op_27_moonlight_sonata,4
beethoven,Sonata_No14_Op_27_Sonata_Quasi_Una_Fantasia.mid,sonata_no14_op_27_sonata_quasi_una_fantasia,3
beethoven,Sonata_op78_1st_mov.mid,sonata_op78_1st,0
beethoven,Sonata_Opus81a_-Les_Adieux-_E_flat_No1.mid,sonata_opus81a_-les_adieux-_e_flat_no1,1
beethoven,Sonata_Opus81a_-Les_Adieux-_E_flat_No2__3.mid,sonata_opus81a_-les_adieux-_e_flat_no2__3,2
beethoven,Sonata_Opus111_C_minor_No1.mid,sonata_opus111_c_minor_no1,2
beethoven,Sonata_Opus111_C_minor_No2.mid,sonata_opus111_c_minor_no2,3
beethoven,Sonatina_Fa_maj_woo.mid,sonatina_fa_maj_woo,0
beethoven,Sonatina_n1_op05.mid,sonatina_n1_op05,3
beethoven,Sonatina_op33_4mov.mid,sonatina_op33,4
beethoven,Sonatina_WoO050.mid,sonatina_woo050,3
beethoven,String_Quartet_n1_op18_1mov.mid,string_quartet_n1_op18,2
beethoven,String_Quartet_n1_op18_2mov.mid,string_quartet_n1_op18,2
beethoven,String_Quartet_n1_op18_3mov.mid,string_quartet_n1_op18,2
beethoven,String_Quartet_n1_op18_4mov.mid,string_quartet_n1_op18,2
beethoven,String_Quartet_n16_op135_1mov.mid,string_quartet_n16_op135,2
beethoven,String_Quartet_n16_op135_2mov.mid,string_quartet_n16_op135,2
beethoven,String_Quartet_n16_op135_3mov.mid,string_quartet_n16_op135,2
beethoven,String_Quartet_n16_op135_4mov.mid,string_quartet_n16_op135,2
beethoven,String_Quartet_n2_op18_n2_1mov.mid,string_quartet_n2_op18_n2,1
beethoven,String_Quartet_n2_op18_n2_2mov.mid,string_quartet_n2_op18_n2,1
beethoven,String_Quartet_n2_op18_n2_3mov.mid,string_quartet_n2_op18_n2,1
beethoven,String_Quartet_n2_op18_n2_4mov.mid,string_quartet_n2_op18_n2,1
beethoven,Symphony_n1_1mov.mid,symphony_n1,4
beethoven,Symphony_n1_2mov.mid,symphony_n1,4
beethoven,Symphony_n1_3mov.mid,symphony_n1,4
beethoven,Symphony_n1_4mov.mid,symphony_n1,4
beethoven,Symphony_n2_op36_1mov.mid,symphony_n2_op36,3
beethoven,Symphony_n2_op36_2mov.mid,symphony_n2_op36,3
beethoven,Symphony_n2_op36_3mov.mid,symphony_n2_op36,3
beethoven,Symphony_n2_op36_4mov.mid,symphony_n2_op36,3
beethoven,Symphony_n3_2mov_Eroica.mid,symphony_n3_2mov_eroica,1
beethoven,Symphony_n3_3mov_Eroica.mid,symphony_n3_3mov_eroica,0
beethoven,Symphony_n3_4mov_Eroica.mid,symphony_n3_4mov_eroica,4
beethoven,Symphony_n4_1mov.mid,symphony_n4,1
beethoven,Symphony_n4_2mov.mid,symphony_n4,1
beethoven,Symphony_n4_3mov.mid,symphony_n4,1
beethoven,Symphony_n4_4mov.mid,symphony_n4,1
beethoven,Symphony_n5_op67_1mov.mid,symphony_n5_op67,1
beethoven,Symphony_n5_op67_3-4mov.mid,symphony_n5_op67_3,1
beethoven,Symphony_n7_1mov.mid,symphony_n7,0
beethoven,Symphony_n7_2mov.mid,symphony_n7,0
beethoven,Symphony_n7_3mov.mid,symphony_n7,0
beethoven,Symphony_n7_4mov.mid,symphony_n7,0
beethoven,Symphony_op125_n9_2mov_Choral.mid,symphony_op125_n9_2mov_choral,4
beethoven,Symphony_op125_n9_4mov_Choral.mid,symphony_op125_n9_4mov_choral,3
beethoven,Symphony_op68_n6_1mov_Pastorale.mid,symphony_op68_n6_1mov_pastorale,3
beethoven,Symphony_op68_n6_2mov_Pastorale.mid,symphony_op68_n6_2mov_pastorale,0
beethoven,Symphony_op68_n6_3mov_Pastorale.mid,symphony_op68_n6_3mov_pastorale,2
beethoven,WoO010_Six_Menuets_for_Orchestra.mid,woo010_six_menuets_for_orchestra,2
beethoven,WoO048_Rondo.mid,woo048_rondo,1
beethoven,WoO049_Rondo.mid,woo049_rondo,4
beethoven,WoO051_Sonatina_1-2_movs.mid,woo051_sonatina_1-2_movs,2
beethoven,WoO052_Bagatella.mid,woo052_bagatella,0
beethoven,WoO054_Lustig_Traurig.mid,woo054_lustig_traurig,3
beethoven,WoO055_Prelude.mid,woo055_prelude,1
beethoven,WoO056_Bagatella.mid,woo056_bagatella,0
beethoven,WoO060_Mouvement_Pour_Piano.mid,woo060_mouvement_pour_piano,1
beethoven,WoO061_Mouvement_Pour_Piano.mid,woo061_mouvement_pour_piano,4
beethoven,WoO061a_Mouvement_Pour_Piano.mid,woo061a_mouvement_pour_piano,3
beethoven,WoO081_Allemande.mid,woo081_allemande,3
beethoven,WoO082_Menuet.mid,woo082_menuet,0
beethoven,WoO083_Six_Escotish_Dances_for_Piano.mid,woo083_six_escotish_dances_for_piano,0
beethoven,WoO086_Scotish.mid,woo086_scotish,1
chopin,2542Prelude_opus28_No16_in_B_flat_minor.mid,2542prelude_opus28_no16_in_b_flat_minor,1
chopin,19_Polish_Songs_for_Solo_Voice_and_Piano_accomplements_No10.mid,19_polish_songs_for_solo_voice_and_piano_accomplements_no10,1
chopin,19_Polish_Songs_for_Solo_Voice_and_Piano_accomplements_No11.mid,19_polish_songs_for_solo_voice_and_piano_accomplements_no11,2
chopin,19_Polish_Songs_for_Solo_Voice_and_Piano_accomplements_No12.mid,19_polish_songs_for_solo_voice_and_piano_accomplements_no12,0
chopin,19_Polish_Songs_for_Solo_Voice_and_Piano_accomplements_No14.mid,19_polish_songs_for_solo_voice_and_piano_accomplements_no14,4
chopin,19_Polish_Songs_for_Solo_Voice_and_Piano_accomplements_No15.mid,19_polish_songs_for_solo_voice_and_piano_accomplements_no15,3
chopin,19_Polish_Songs_for_Solo_Voice_and_Piano_accomplements_No16.mid,19_polish_songs_for_solo_voice_and_piano_accomplements_no16,2
chopin,19_Polish_Songs_for_Solo_Voice_and_Piano_accomplements_No17.mid,19_polish_songs_for_solo_voice_and_piano_accomplements_no17,2
chopin,19_Polish_Songs_for_Solo_Voice_and_Piano_accomplements_No18.mid,19_polish_songs_for_solo_voice_and_piano_accomplements_no18,3
chopin,19_Polish_Songs_for_Solo_Voice_and_Piano_accomplements_No19.mid,19_polish_songs_for_solo_voice_and_piano_accomplements_no19,3
chopin,19_Polish_Songs_for_Solo_Voice_and_Piano_accomplements_No2.mid,19_polish_songs_for_solo_voice_and_piano_accomplements_no2,0
chopin,19_Polish_Songs_for_Solo_Voice_and_Piano_accomplements_No3.mid,19_polish_songs_for_solo_voice_and_piano_accomplements_no3,0
chopin,19_Polish_Songs_for_Solo_Voice_and_Piano_accomplements_No4.mid,19_polish_songs_for_solo_voice_and_piano_accomplements_no4,2
chopin,19_Polish_Songs_for_Solo_Voice_and_Piano_accomplements_No5.mid,19_polish_songs_for_solo_voice_and_piano_accomplements_no5,2
chopin,19_Polish_Songs_for_Solo_Voice_and_Piano_accomplements_No7.mid,19_polish_songs_for_solo_voice_and_piano_accomplements_no7,1
chopin,19_Polish_Songs_for_Solo_Voice_and_Piano_accomplements_No9.mid,19_polish_songs_for_solo_voice_and_piano_accomplements_no9,3
chopin,2_Polonaises_op26_n1.mid,2_polonaises_op26_n1,2
chopin,Ballad_op32.mid,ballad_op32,3
chopin,Ballad_op53.mid,ballad_op53,0
chopin,Ballade_No2_in_F_Major.mid,ballade_no2_in_f_major,3
chopin,Barcarolle_in_F_sharp_Major.mid,barcarolle_in_f_sharp_major,2
chopin,Ecossaise_No2_in_G.mid,ecossaise_no2_in_g,2
chopin,Etude_No1.mid,etude_no1,1
chopin,Etude_No2_in_A_Minor.mid,etude_no2_in_a_minor,4
chopin,Etude_No7_in_C_Major_Opus10_No7.mid,etude_no7_in_c_major_opus10_no7,1
chopin,Etude_Op_25_No1.mid,etude_op_25_no1,4
chopin,Etude_op_10-5_Black_keys.mid,etude_op_10-5_black_keys,3
chopin,Etude_Op10_No11.mid,etude_op10_no11,4
chopin,Etude_op10_n01.mid,etude_op10_n01,3
chopin,Etude_op10_n02.mid,etude_op10_n02,0
chopin,Etude_op10_n03.mid,etude_op10_n03,1
chopin,Etude_op10_n04_Drchew.mid,etude_op10_n04_drchew,2
chopin,Etude_op10_n06.mid,etude_op10_n06,4
chopin,Etude_op10_n07.mid,etude_op10_n07,1
chopin,Etude_op10_n08.mid,etude_op10_n08,4
chopin,Etude_op10_n09.mid,etude_op10_n09,2
chopin,Etude_op10_n10.mid,etude_op10_n10,4
chopin,Etude_op10_n11.mid,etude_op10_n11,3
chopin,Etude_op25_n02.mid,etude_op25_n02,0
chopin,Etude_op25_n03.mid,etude_op25_n03,1
chopin,Etude_op25_n04.mid,etude_op25_n04,1
chopin,Etude_op25_n05.mid,etude_op25_n05,1
chopin,Etude_op25_n06.mid,etude_op25_n06,2
chopin,Etude_op25_n07.mid,etude_op25_n07,3
chopin,Etude_op25_n08.mid,etude_op25_n08,0
chopin,Etude_op25_n09.mid,etude_op25_n09,1
chopin,Etude_op25_n11_Winter_Wind.mid,etude_op25_n11_winter_wind,1
chopin,Fantasie_Impromptu_op66.mid,fantasie_impromptu_op66,0
chopin,Finale_to_B_Minor_Paino_Sonata.mid,finale_to_b_minor_paino_sonata,4
chopin,Grande_Waltz_op18.mid,grande_waltz_op18,1
chopin,Imprompt_Fantastique.mid,imprompt_fantastique,1
chopin,Impromptu_n3_op51.mid,impromptu_n3_op51,1
chopin,Mazurka_op30_n2_Drchew.mid,mazurka_op30_n2_drchew,0
chopin,Mazurka_op33_n2_Drchew.mid,mazurka_op33_n2_drchew,3
chopin,Mazurka_op67_n3_Drchew.mid,mazurka_op67_n3_drchew,1
chopin,Mazurka_op68_n2_Drchew.mid,mazurka_op68_n2_drchew,4
chopin,Mazurka_op7_n1.mid,mazurka_op7_n1,4
chopin,Mazurka_op7_n2.mid,mazurka_op7_n2,1
chopin,Nocturne_No1_Opus62.mid,nocturne_no1_opus62,3
chopin,Nocturne_No15_in_F_Minor_Opus55_-1.mid,nocturne_no15_in_f_minor_opus55_-1,2
chopin,Nocturne_No18_in_E_Major_Op62.mid,nocturne_no18_in_e_major_op62,0
chopin,Nocturne_op09_n2.mid,nocturne_op09_n2,4
chopin,Nocturne_op09_n3.mid,nocturne_op09_n3,4
chopin,Nocturne_op15_n2.mid,nocturne_op15_n2,4
chopin,Nocturne_op15_n3.mid,nocturne_op15_n3,1
chopin,Nocturne_op27_n2.mid,nocturne_op27_n2,3
chopin,Nocturne_op33_n2.mid,nocturne_op33_n2,0
chopin,Nocturne_op33_n4.mid,nocturne_op33_n4,1
chopin,Nocturne_op37_01.mid,nocturne_op37_01,0
chopin,Nocturne_op37_n2.mid,nocturne_op37_n2,4
chopin,Nocturne_op48_n1.mid,nocturne_op48_n1,0
chopin,Nocturne_op48_n2.mid,nocturne_op48_n2,4
chopin,Nocturne_op55_n1.mid,nocturne_op55_n1,0
chopin,Nocturne_op55_n2.mid,nocturne_op55_n2,2
chopin,Nocturne_op62_n2.mid,nocturne_op62_n2,4
chopin,Nocturne_op72_n1.mid,nocturne_op72_n1,0
chopin,Op53_Polonaise_in_A_flat_Heroic.mid,op53_polonaise_in_a_flat_heroic,2
chopin,Piano_Concerto_n2_1mov.mid,piano_concerto_n2,3
chopin,Piano_Concerto_n2_2mov.mid,piano_concerto_n2,3
chopin,Piano_Concerto_n2_3mov.mid,piano_concerto_n2,3
chopin,Polonaise_Opus40_No1_Military.mid,polonaise_opus40_no1_military,4
chopin,Prelude_n01_op28_Reunion.mid,prelude_n01_op28_reunion,0
chopin,Prelude_n02_op28_Presentiment_of_Death.mid,prelude_n02_op28_presentiment_of_death,2
chopin,Prelude_n03_op28_Thou_Art_So_Like_A_Flower.mid,prelude_n03_op28_thou_art_so_like_a_flower,4
chopin,Prelude_n04_op28_Suffocation.mid,prelude_n04_op28_suffocation,3
chopin,Prelude_n05_op28_Uncertainty.mid,prelude_n05_op28_uncertainty,3
chopin,Prelude_n06_op28_Tolling_Bells.mid,prelude_n06_op28_tolling_bells,0
chopin,Prelude_n07_op28_The_Polish_Dance.mid,prelude_n07_op28_the_polish_dance,2
chopin,Prelude_n08_op28_Desparation.mid,prelude_n08_op28_desparation,4
chopin,Prelude_n09_op28_Vision.mid,prelude_n09_op28_vision,3
chopin,Prelude_n10_op28_The_Night_Moth.mid,prelude_n10_op28_the_night_moth,3
chopin,Prelude_n11_op28_Dragonfly.mid,prelude_n11_op28_dragonfly,2
chopin,Prelude_n12_op28_Duel.mid,prelude_n12_op28_duel,0
chopin,Prelude_n13_op28_Loss.mid,prelude_n13_op28_loss,4
chopin,Prelude_n14_op28_Fear.mid,prelude_n14_op28_fear,0
chopin,Prelude_n15_op28_Raindrop.mid,prelude_n15_op28_raindrop,2
chopin,Prelude_n16_op28_Hades.mid,prelude_n16_op28_hades,4
chopin,Prelude_n17_op28_Scene_On_the_Place_of_Notre_Dame.mid,prelude_n17_op28_scene_on_the_place_of_notre_dame,2
chopin,Prelude_n18_op28_Suicide.mid,prelude_n18_op28_suicide,1
chopin,Prelude_n19_op28.mid,prelude_n19_op28,4
chopin,Prelude_n21_op28_Sunday.mid,prelude_n21_op28_sunday,0
chopin,Prelude_n22_op28_Impatience.mid,prelude_n22_op28_impatience,0
chopin,Prelude_n23_op28_A_Pleasure_Boat.mid,prelude_n23_op28_a_pleasure_boat,3
chopin,Prelude_n24_op28_The_Storm.mid,prelude_n24_op28_the_storm,2
chopin,Prelude_op28-15_Raindrop.mid,prelude_op28-15_raindrop,2
chopin,Scherzo_No2_Opus31.mid,scherzo_no2_opus31,0
chopin,Sonata_No3_2nd_Mov_Scherzo.mid,sonata_no3_2nd_mov_scherzo,3
chopin,Sonata_op35_n1.mid,sonata_op35_n1,0
chopin,Sonata_op35_n2.mid,sonata_op35_n2,1
chopin,Sonata_op35_n3.mid,sonata_op35_n3,3
chopin,Sonata_op35_n4.mid,sonata_op35_n4,1
chopin,Tarantella.mid,tarantella,2
chopin,Trois_Nouvelles_Etudes_Opposth.mid,trois_nouvelles_etudes_opposth,1
chopin,Waltz_in_Ab_Opposth_Brown21.mid,waltz_in_ab_opposth_brown21,4
chopin,Waltz_op64_n1.mid,waltz_op64_n1,0
chopin,Waltz_op70_n2.mid,waltz_op70_n2,1
chopin,Winter_wind_etude.mid,winter_wind_etude,2
mozart,A_piece_for_PianoK176.mid,a_piece_for_pianok176,0
mozart,Adagio_in_B_flat.mid,adagio_in_b_flat,4
mozart,Another_piece_for_PianoK176.mid,another_piece_for_pianok176,4
mozart,Contradance_n2.mid,contradance_n2,2
mozart,Contradance_n3.mid,contradance_n3,4
mozart,Fantasia_in_D_K397.mid,fantasia_in_d_k397,0
mozart,K02_Minuet_in_F.mid,k02_minuet_in_f,0
mozart,K03_Allegro_in_Bb.mid,k03_allegro_in_bb,2
mozart,K04_Minuet_in_F.mid,k04_minuet_in_f,4
mozart,K05_Minuet_for_Harpsichord.mid,k05_minuet_for_harpsichord,2
mozart,K191_Bassoon_Concerto_1mov.mid,k191_bassoon_concerto,3
mozart,K191_Bassoon_Concerto_2mov.mid,k191_bassoon_concerto,3
mozart,K191_Bassoon_Concerto_3mov.mid,k191_bassoon_concerto,3
mozart,K299_Flute_Harp_Concerto_1mov.mid,k299_flute_harp_concerto,0
mozart,K299_Flute_Harp_Concerto_2mov.mid,k299_flute_harp_concerto,0
mozart,K299_Flute_Harp_Concerto_3mov.mid,k299_flute_harp_concerto,0
mozart,K317_Coronation_Mass_1mov.mid,k317_coronation_mass,3
mozart,K317_Coronation_Mass_2mov.mid,k317_coronation_mass,3
mozart,K317_Coronation_Mass_3mov.mid,k317_coronation_mass,3
mozart,K317_Coronation_Mass_4mov.mid,k317_coronation_mass,3
mozart,K317_Coronation_Mass_5mov.mid,k317_coronation_mass,3
mozart,K317_Coronation_Mass_6mov.mid,k317_coronation_mass,3
mozart,K335_Laudate_Dominus.mid,k335_laudate_dominus,3
mozart,K339_Vesperae_solemnes_de_confessore_Vespers_1mov_Dixit_Dominus.mid,k339_vesperae_solemnes_de_confessore_vespers_1mov_dixit_dominus,3
mozart,K354_Piano_Variations_Je_Suis_Lindor.mid,k354_piano_variations_je_suis_lindor,2
mozart,K361_Serenade_n10_3mov.mid,k361_serenade_n10,2
mozart,K393_Solfeggi_n1.mid,k393_solfeggi_n1,1
mozart,K393_Solfeggi_n2.mid,k393_solfeggi_n2,0
mozart,K393_Solfeggi_n3.mid,k393_solfeggi_n3,4
mozart,K393_Solfeggi_n5.mid,k393_solfeggi_n5,3
mozart,K398_Piano_Variations_Salve_Tu_Domine.mid,k398_piano_variations_salve_tu_domine,3
mozart,K401_Fuga_in_G_minor.mid,k401_fuga_in_g_minor,2
mozart,K427_Great_Mass_1mov.mid,k427_great_mass,1
mozart,K495_Horn_Concerto_n4_1mov.mid,k495_horn_concerto_n4,2
mozart,K495_Horn_Concerto_n4_2mov.mid,k495_horn_concerto_n4,2
mozart,K495_Horn_Concerto_n4_3mov.mid,k495_horn_concerto_n4,2
mozart,K501_Andante_with_5_Variations_for_Piano_Duet.mid,k501_andante_with_5_variations_for_piano_duet,1
mozart,K525_Serenade_1mov_Eine_Kleine_Natchmusik.mid,k525_serenade_1mov_eine_kleine_natchmusik,3
mozart,K525_Serenade_2mov_Eine_Kleine_Natchmusik.mid,k525_serenade_2mov_eine_kleine_natchmusik,1
mozart,K525_Serenade_3mov_Eine_Kleine_Natchmusik.mid,k525_serenade_3mov_eine_kleine_natchmusik,4
mozart,K525_Serenade_4mov_Eine_Kleine_Natchmusik.mid,k525_serenade_4mov_eine_kleine_natchmusik,4
mozart,K527_Overture_Don_Giovanni.mid,k527_overture_don_giovanni,0
mozart,K546_Adagio__Fugue_for_Strings.mid,k546_adagio__fugue_for_strings,3
mozart,K573_9_Variations_for_Piano_Uber_Duport.mid,k573_9_variations_for_piano_uber_duport,4
mozart,K594_Adagio__Allegro_for_Mechanical_Organ.mid,k594_adagio__allegro_for_mechanical_organ,2
mozart,K608_Fantasia_for_Mechanical_Organ.mid,k608_fantasia_for_mechanical_organ,1
mozart,K617_Adagio.mid,k617_adagio,0
mozart,K618_Ave_Verum_Corpus.mid,k618_ave_verum_corpus,1
mozart,K622_Clarinet_Concerto_1mov.mid,k622_clarinet_concerto,2
mozart,K622_Clarinet_Concerto_2mov.mid,k622_clarinet_concerto,2
mozart,K622_Clarinet_Concerto_3mov.mid,k622_clarinet_concerto,2
mozart,K626_Requiem_01_Introitus__Kyrie.mid,k626_requiem_01_introitus__kyrie,4
mozart,K626_Requiem_02_rextremendae.mid,k626_requiem_02_rextremendae,1
mozart,K626_Requiem_03_tuba_mirum.mid,k626_requiem_03_tuba_mirum,0
mozart,K626_Requiem_04_Dies_Irae.mid,k626_requiem_04_dies_irae,3
mozart,K626_Requiem_05_Recordare.mid,k626_requiem_05_recordare,0
mozart,K626_Requiem_06_confutatis.mid,k626_requiem_06_confutatis,3
mozart,K626_Requiem_07_Lacrimosa.mid,k626_requiem_07_lacrimosa,4
mozart,K626_Requiem_08_offertorio_domine_jesu.mid,k626_requiem_08_offertorio_domine_jesu,3
mozart,K626_Requiem_10_Sanctus.mid,k626_requiem_10_sanctus,0
mozart,K626_Requiem_11_Benedictus.mid,k626_requiem_11_benedictus,2
mozart,K626_Requiem_12_agnus_dei.mid,k626_requiem_12_agnus_dei,2
mozart,Piano_Concerto_n12_K414_1mov.mid,piano_concerto_n12_k414,1
mozart,Piano_Concerto_n12_K414_3mov.mid,piano_concerto_n12_k414,1
mozart,Piano_Concerto_n16_K451_1mov.mid,piano_concerto_n16_k451,2
mozart,Piano_Concerto_n16_K451_3mov.mid,piano_concerto_n16_k451,2
mozart,Piano_Concerto_n17_K453_3mov.mid,piano_concerto_n17_k453,4
mozart,Piano_Concerto_n18_K456_1mov_Paradis.mid,piano_concerto_n18_k456_1mov_paradis,2
mozart,Piano_Concerto_n18_K456_2mov_Paradis.mid,piano_concerto_n18_k456_2mov_paradis,3
mozart,Piano_Concerto_n18_K456_3mov_Paradis.mid,piano_concerto_n18_k456_3mov_paradis,0
mozart,Piano_Concerto_n20_K466_1mov.mid,piano_concerto_n20_k466,3
mozart,Piano_Concerto_n20_K466_2mov.mid,piano_concerto_n20_k466,3
mozart,Piano_Concerto_n20_K466_3mov.mid,piano_concerto_n20_k466,3
mozart,Piano_Concerto_n21_K467_1mov_Elvira_Madigan.mid,piano_concerto_n21_k467_1mov_elvira_madigan,3
mozart,Piano_Concerto_n21_K467_2mov_Elvira_Madigan.mid,piano_concerto_n21_k467_2mov_elvira_madigan,2
mozart,Piano_Concerto_n21_K467_3mov_Elvira_Madigan.mid,piano_concerto_n21_k467_3mov_elvira_madigan,4
mozart,Piano_Concerto_n23_K488_1mov.mid,piano_concerto_n23_k488,0
mozart,Piano_Concerto_n23_K488_2mov.mid,piano_concerto_n23_k488,0
mozart,Piano_Concerto_n23_K488_3mov.mid,piano_concerto_n23_k488,0
mozart,Piano_Concerto_n24_K491_1mov.mid,piano_concerto_n24_k491,4
mozart,Piano_Concerto_n24_K491_2mov.mid,piano_concerto_n24_k491,4
mozart,Piano_Concerto_n24_K491_3mov.mid,piano_concerto_n24_k491,4
mozart,Piano_Concerto_n25_K503_1mov.mid,piano_concerto_n25_k503,2
mozart,Piano_Concerto_n25_K503_2mov.mid,piano_concerto_n25_k503,2
mozart,Piano_Concerto_n25_K503_3mov.mid,piano_concerto_n25_k503,2
mozart,Piano_Concerto_n26_K537_1mov_Coronation.mid,piano_concerto_n26_k537_1mov_coronation,2
mozart,Piano_Concerto_n26_K537_2mov_Coronation.mid,piano_concerto_n26_k537_2mov_coronation,4
mozart,Piano_Concerto_n26_K537_3mov_Coronation.mid,piano_concerto_n26_k537_3mov_coronation,3
mozart,Piano_Concerto_n6_K238_1mov.mid,piano_concerto_n6_k238,0
mozart,Piano_Concerto_n6_K238_3mov.mid,piano_concerto_n6_k238,0
mozart,Piano_Concerto_n7_for_3_Pianos_K242_1mov_Lodron.mid,piano_concerto_n7_for_3_pianos_k242_1mov_lodron,0
mozart,Piano_Concerto_n7_for_3_Pianos_K242_2mov_Lodron.mid,piano_concerto_n7_for_3_pianos_k242_2mov_lodron,0
mozart,Piano_Concerto_n7_for_3_Pianos_K242_3mov_Lodron.mid,piano_concerto_n7_for_3_pianos_k242_3mov_lodron,4
mozart,Piano_Concerto_n8_K246_1mov.mid,piano_concerto_n8_k246,3
mozart,Piano_Concerto_n8_K246_3mov.mid,piano_concerto_n8_k246,3
mozart,K19d_Piano_Sonata_Duet.mid,k19d_piano_sonata_duet,1
mozart,K279_Piano_sonata_n01_1mov.mid,k279_piano_sonata_n01,1
mozart,K279_Piano_sonata_n01_2mov.mid,k279_piano_sonata_n01,1
mozart,K279_Piano_sonata_n01_3mov.mid,k279_piano_sonata_n01,1
mozart,K280_Piano_sonata_n02_1mov.mid,k280_piano_sonata_n02,3
mozart,K280_Piano_sonata_n02_2mov.mid,k280_piano_sonata_n02,3
mozart,K280_Piano_sonata_n02_3mov.mid,k280_piano_sonata_n02,3
mozart,K281_Piano_Sonata_n03_1mov.mid,k281_piano_sonata_n03,1
mozart,K281_Piano_Sonata_n03_2mov.mid,k281_piano_sonata_n03,1
mozart,K282_Piano_Sonata_n04.mid,k282_piano_sonata_n04,0
mozart,K284_Piano_Sonata_n06.mid,k284_piano_sonata_n06,2
mozart,K309_Piano_Sonata_n10_1mov.mid,k309_piano_sonata_n10,2
mozart,K309_Piano_Sonata_n10_2mov.mid,k309_piano_sonata_n10,2
mozart,K309_Piano_Sonata_n10_3mov.mid,k309_piano_sonata_n10,2
mozart,K330_Piano_Sonata_n10_1mov.mid,k330_piano_sonata_n10,4
mozart,K330_Piano_Sonata_n10_2mov.mid,k330_piano_sonata_n10,4
mozart,K330_Piano_Sonata_n10_3mov.mid,k330_piano_sonata_n10,4
mozart,K331_Piano_Sonata_n11.mid,k331_piano_sonata_n11,2
mozart,K331_Piano_sonata_n11_3mov.mid,k331_piano_sonata_n11,2
mozart,K332_Piano_Sonata_n12_1mov.mid,k332_piano_sonata_n12,1
mozart,K332_Piano_Sonata_n12_2mov.mid,k332_piano_sonata_n12,1
mozart,K332_Piano_Sonata_n12_3mov.mid,k332_piano_sonata_n12,1
mozart,K333_Piano_Sonata_n13.mid,k333_piano_sonata_n13,2
mozart,K333_Piano_Sonata_n13_1mov.mid,k333_piano_sonata_n13,2
mozart,K333_Piano_Sonata_n13_2mov.mid,k333_piano_sonata_n13,2
mozart,K333_Piano_Sonata_n13_3mov.mid,k333_piano_sonata_n13,2
mozart,K357_Piano_Sonata_4_Hands.mid,k357_piano_sonata_4_hands,4
mozart,K358_Piano_Sonata_4_Hands.mid,k358_piano_sonata_4_hands,0
mozart,K381_Piano_Sonata_4_Hands.mid,k381_piano_sonata_4_hands,4
mozart,K457_Piano_Sonata_n14.mid,k457_piano_sonata_n14,4
mozart,K521_Piano_Sonata_4_Hands.mid,k521_piano_sonata_4_hands,2
mozart,K545_Piano_Sonata.mid,k545_piano_sonata,1
mozart,K570_Piano_Sonata_1mov.mid,k570_piano_sonata,0
mozart,K570_Piano_Sonata_2mov.mid,k570_piano_sonata,0
mozart,K570_Piano_Sonata_3mov.mid,k570_piano_sonata,0
mozart,K576_Piano_Sonata_n19.mid,k576_piano_sonata_n19,3
mozart,Piano_Sonata_n01_K279.mid,piano_sonata_n01_k279,3
mozart,Piano_Sonata_n02_K280.mid,piano_sonata_n02_k280,0
mozart,Piano_Sonata_n04_K282.mid,piano_sonata_n04_k282,4
mozart,Piano_Sonata_n05_K283.mid,piano_sonata_n05_k283,4
mozart,Piano_Sonata_n06_K284.mid,piano_sonata_n06_k284,1
mozart,Piano_Sonata_n07_K309.mid,piano_sonata_n07_k309,1
