composer,filename,npz_path,seq_len
bach,Musical_Offering_n2_Canon_Perpetuus.mid,processed\lstm\bach\Musical_Offering_n2_Canon_Perpetuus.npz,464
bach,Musical_Offering_n3.mid,processed\lstm\bach\Musical_Offering_n3.npz,517
bach,Musical_Offering_n4.mid,processed\lstm\bach\Musical_Offering_n4.npz,431
bach,Musical_Offering_n5.mid,processed\lstm\bach\Musical_Offering_n5.npz,782
bach,Musical_Offering_n6.mid,processed\lstm\bach\Musical_Offering_n6.npz,1161
bach,Musical_Offering_n7.mid,processed\lstm\bach\Musical_Offering_n7.npz,2951
bach,Musical_Offering_n8.mid,processed\lstm\bach\Musical_Offering_n8.npz,5883
bach,Musical_Offering_n9_Ricercare_a_6.mid,processed\lstm\bach\Musical_Offering_n9_Ricercare_a_6.npz,1229
bach,Canon_Fugue_n1.mid,processed\lstm\bach\Canon_Fugue_n1.npz,1431
bach,Canon_Fugue_n2.mid,processed\lstm\bach\Canon_Fugue_n2.npz,1446
bach,Canon_Fugue_n3.mid,processed\lstm\bach\Canon_Fugue_n3.npz,1524
bach,Canon_Fugue_n4.mid,processed\lstm\bach\Canon_Fugue_n4.npz,1005
bach,Counter_Fugue_n1.mid,processed\lstm\bach\Counter_Fugue_n1.npz,1376
bach,Counter_Fugue_n2.mid,processed\lstm\bach\Counter_Fugue_n2.npz,1913
bach,Counter_Fugue_n3.mid,processed\lstm\bach\Counter_Fugue_n3.npz,1640
bach,Double_Fugue_n1.mid,processed\lstm\bach\Double_Fugue_n1.npz,1802
bach,Double_Fugue_n2.mid,processed\lstm\bach\Double_Fugue_n2.npz,1862
bach,Mirror_Fugue_n1.mid,processed\lstm\bach\Mirror_Fugue_n1.npz,2225
bach,Mirror_Fugue_n2.mid,processed\lstm\bach\Mirror_Fugue_n2.npz,2406
bach,Simple_Fugue_Inverted_Subject_n1.mid,processed\lstm\bach\Simple_Fugue_Inverted_Subject_n1.npz,1174
bach,Simple_Fugue_Inverted_Subject_n2.mid,processed\lstm\bach\Simple_Fugue_Inverted_Subject_n2.npz,2008
bach,Simple_Fugue_Regular_Subject_n1.mid,processed\lstm\bach\Simple_Fugue_Regular_Subject_n1.npz,1014
bach,Simple_Fugue_Regular_Subject_n2.mid,processed\lstm\bach\Simple_Fugue_Regular_Subject_n2.npz,1191
bach,The_Art_of_the_Fugue_BWV1080.mid,processed\lstm\bach\The_Art_of_the_Fugue_BWV1080.npz,33004
bach,Triple_Fugue_n1.mid,processed\lstm\bach\Triple_Fugue_n1.npz,2907
bach,Triple_Fugue_n2.mid,processed\lstm\bach\Triple_Fugue_n2.npz,3156
bach,Unfinished_Fugue.mid,processed\lstm\bach\Unfinished_Fugue.npz,2852
bach,01_Kyrie_Eleison.mid,processed\lstm\bach\01_Kyrie_Eleison.npz,8993
bach,02_Christe_Eleison.mid,processed\lstm\bach\02_Christe_Eleison.npz,3734
bach,03_Kyrie_Eleison.mid,processed\lstm\bach\03_Kyrie_Eleison.npz,4098
bach,04_Chor_Gloria_In_Exelcis.mid,processed\lstm\bach\04_Chor_Gloria_In_Exelcis.npz,10623
bach,05_Aria_For_Soprano.mid,processed\lstm\bach\05_Aria_For_Soprano.npz,3823
bach,06_Chor_Gratias_Animus_Tibi.mid,processed\lstm\bach\06_Chor_Gratias_Animus_Tibi.npz,3035
bach,07_Duet_Domine_Deus.mid,processed\lstm\bach\07_Duet_Domine_Deus.npz,4598
bach,08_Chor_Qui_Tollis.mid,processed\lstm\bach\08_Chor_Qui_Tollis.npz,2113
bach,09_Aria_Qui_Sedes.mid,processed\lstm\bach\09_Aria_Qui_Sedes.npz,3087
bach,10_Aria_Quoniam.mid,processed\lstm\bach\10_Aria_Quoniam.npz,3810
bach,11_Chor_Cum_Sancto.mid,processed\lstm\bach\11_Chor_Cum_Sancto.npz,10652
bach,12_Chor_Credo_In_Unum_Deum.mid,processed\lstm\bach\12_Chor_Credo_In_Unum_Deum.npz,1540
bach,13_Chor_Patrem_Omnipotentem.mid,processed\lstm\bach\13_Chor_Patrem_Omnipotentem.npz,4085
bach,14_Duet_In_Unum.mid,processed\lstm\bach\14_Duet_In_Unum.npz,3564
bach,15_Et_Incarnatus__Cricifixus.mid,processed\lstm\bach\15_Et_Incarnatus__Cricifixus.npz,3029
bach,16_Et_Ressurexit.mid,processed\lstm\bach\16_Et_Ressurexit.npz,9856
bach,17_Bass_Aria_Et_In_Spritum.mid,processed\lstm\bach\17_Bass_Aria_Et_In_Spritum.npz,3761
bach,18_Confiteor.mid,processed\lstm\bach\18_Confiteor.npz,8965
bach,19_Sanctus.mid,processed\lstm\bach\19_Sanctus.npz,9909
bach,20_Osanna.mid,processed\lstm\bach\20_Osanna.npz,7322
bach,21_Benedictus.mid,processed\lstm\bach\21_Benedictus.npz,2036
bach,22_Agnus_Dei.mid,processed\lstm\bach\22_Agnus_Dei.npz,1396
bach,23_Donna_Nobis_Pacem.mid,processed\lstm\bach\23_Donna_Nobis_Pacem.npz,3453
bach,1Bass_Aria.mid,processed\lstm\bach\1Bass_Aria.npz,2183
bach,10Wir_setzen_uns_mit_Tra_nen_nieder_Chorus.mid,processed\lstm\bach\10Wir_setzen_uns_mit_Tra_nen_nieder_Chorus.npz,7420
bach,2Aus_Liebe_will_mein_Heiland_sterban_Soprano_Aria.mid,processed\lstm\bach\2Aus_Liebe_will_mein_Heiland_sterban_Soprano_Aria.npz,1273
bach,3Gebt_mir_meinen_Jesum_weider_Bass_Aria.mid,processed\lstm\bach\3Gebt_mir_meinen_Jesum_weider_Bass_Aria.npz,3473
bach,4Blute_nur_du_liebes_Herz_Soprano_Aria.mid,processed\lstm\bach\4Blute_nur_du_liebes_Herz_Soprano_Aria.npz,2817
bach,5Erbarme_dicht_mein_Gott_Alto_Aria.mid,processed\lstm\bach\5Erbarme_dicht_mein_Gott_Alto_Aria.npz,7517
bach,6Herzliebster_Jesu_Chorus.mid,processed\lstm\bach\6Herzliebster_Jesu_Chorus.npz,576
bach,7Ko_nnen_Tra_nen_meiner_Wangen_nichts_erlangen_Alto_Aria.mid,processed\lstm\bach\7Ko_nnen_Tra_nen_meiner_Wangen_nichts_erlangen_Alto_Aria.npz,6435
bach,8Mache_dich_mein_herz_Bass_Aria.mid,processed\lstm\bach\8Mache_dich_mein_herz_Bass_Aria.npz,6649
bach,9O_Haupt_voll_Blut_und_Wunden_Chorus.mid,processed\lstm\bach\9O_Haupt_voll_Blut_und_Wunden_Chorus.npz,1606
bach,Bwv772_Invention_n01.mid,processed\lstm\bach\Bwv772_Invention_n01.npz,472
bach,invent1.mid,processed\lstm\bach\invent1.npz,471
bach,invent10.mid,processed\lstm\bach\invent10.npz,584
bach,invent11.mid,processed\lstm\bach\invent11.npz,617
bach,invent12.mid,processed\lstm\bach\invent12.npz,826
bach,invent13.mid,processed\lstm\bach\invent13.npz,564
bach,invent14.mid,processed\lstm\bach\invent14.npz,592
bach,invent15.mid,processed\lstm\bach\invent15.npz,527
bach,invent2.mid,processed\lstm\bach\invent2.npz,689
bach,invent3.mid,processed\lstm\bach\invent3.npz,524
bach,invent4.mid,processed\lstm\bach\invent4.npz,543
bach,invent5.mid,processed\lstm\bach\invent5.npz,795
bach,invent8.mid,processed\lstm\bach\invent8.npz,596
bach,invent9.mid,processed\lstm\bach\invent9.npz,583
bach,Bwv773_Invention_n02.mid,processed\lstm\bach\Bwv773_Invention_n02.npz,687
bach,Bwv774_Invention_n03.mid,processed\lstm\bach\Bwv774_Invention_n03.npz,599
bach,Bwv775_Invention_n04.mid,processed\lstm\bach\Bwv775_Invention_n04.npz,556
bach,Bwv776_Invention_n05.mid,processed\lstm\bach\Bwv776_Invention_n05.npz,793
bach,Bwv777_Invention_n06.mid,processed\lstm\bach\Bwv777_Invention_n06.npz,1094
bach,Bwv778_Invention_n07.mid,processed\lstm\bach\Bwv778_Invention_n07.npz,631
bach,Bwv779_Invention_n08.mid,processed\lstm\bach\Bwv779_Invention_n08.npz,596
bach,Bwv780_Invention_n09.mid,processed\lstm\bach\Bwv780_Invention_n09.npz,593
bach,Bwv781_Invention_n10.mid,processed\lstm\bach\Bwv781_Invention_n10.npz,663
bach,Bwv782_Invention_n11.mid,processed\lstm\bach\Bwv782_Invention_n11.npz,616
bach,Bwv783_Invention_n12.mid,processed\lstm\bach\Bwv783_Invention_n12.npz,732
bach,Bwv784_Invention_n13.mid,processed\lstm\bach\Bwv784_Invention_n13.npz,563
bach,Bwv785_Invention_n14.mid,processed\lstm\bach\Bwv785_Invention_n14.npz,591
bach,Bwv786_Invention_n15.mid,processed\lstm\bach\Bwv786_Invention_n15.npz,529
bach,Bwv0787_Sinfonia_n1.mid,processed\lstm\bach\Bwv0787_Sinfonia_n1.npz,574
bach,Bwv0788_Sinfonia_n2.mid,processed\lstm\bach\Bwv0788_Sinfonia_n2.npz,877
bach,Bwv0789_Sinfonia_n3.mid,processed\lstm\bach\Bwv0789_Sinfonia_n3.npz,668
bach,Bwv0790_Sinfonia_n4.mid,processed\lstm\bach\Bwv0790_Sinfonia_n4.npz,554
bach,Bwv0791_Sinfonia_n5.mid,processed\lstm\bach\Bwv0791_Sinfonia_n5.npz,657
bach,Bwv0792_Sinfonia_n6.mid,processed\lstm\bach\Bwv0792_Sinfonia_n6.npz,527
bach,Bwv0793_Sinfonia_n7.mid,processed\lstm\bach\Bwv0793_Sinfonia_n7.npz,725
bach,Bwv0794_Sinfonia_n8.mid,processed\lstm\bach\Bwv0794_Sinfonia_n8.npz,579
bach,Bwv0795_Sinfonia_n9.mid,processed\lstm\bach\Bwv0795_Sinfonia_n9.npz,655
bach,Bwv0796_Sinfonia_n10.mid,processed\lstm\bach\Bwv0796_Sinfonia_n10.npz,624
bach,Bwv0797_Sinfonia_n11.mid,processed\lstm\bach\Bwv0797_Sinfonia_n11.npz,532
bach,Bwv0798_Sinfonia_n12.mid,processed\lstm\bach\Bwv0798_Sinfonia_n12.npz,771
bach,Bwv0799_Sinfonia_n13.mid,processed\lstm\bach\Bwv0799_Sinfonia_n13.npz,652
bach,Bwv0800_Sinfonia_n14.mid,processed\lstm\bach\Bwv0800_Sinfonia_n14.npz,637
bach,Bwv0801_Sinfonia_n15.mid,processed\lstm\bach\Bwv0801_Sinfonia_n15.npz,675
bach,Bwv802_Four_Inventions_Duettos_Clavier-U_bung_III_n1.mid,processed\lstm\bach\Bwv802_Four_Inventions_Duettos_Clavier-U_bung_III_n1.npz,992
bach,WT1_1A.mid,processed\lstm\bach\WT1_1A.npz,551
bach,WT1_1B.mid,processed\lstm\bach\WT1_1B.npz,749
bach,WT1_2A.mid,processed\lstm\bach\WT1_2A.npz,1095
bach,WT1_2B.mid,processed\lstm\bach\WT1_2B.npz,754
bach,WT1_3A.mid,processed\lstm\bach\WT1_3A.npz,811
bach,WT1_3B.mid,processed\lstm\bach\WT1_3B.npz,1446
bach,WT1_4A.mid,processed\lstm\bach\WT1_4A.npz,719
bach,WT1_4B.mid,processed\lstm\bach\WT1_4B.npz,1316
bach,WT1_5A.mid,processed\lstm\bach\WT1_5A.npz,718
bach,WT1_5B.mid,processed\lstm\bach\WT1_5B.npz,821
bach,WT1_6A.mid,processed\lstm\bach\WT1_6A.npz,784
bach,WT1_6B.mid,processed\lstm\bach\WT1_6B.npz,892
bach,WT1_7A.mid,processed\lstm\bach\WT1_7A.npz,1419
bach,WT1_7B.mid,processed\lstm\bach\WT1_7B.npz,957
bach,WT1_8A.mid,processed\lstm\bach\WT1_8A.npz,755
bach,WT1_8B.mid,processed\lstm\bach\WT1_8B.npz,1386
bach,WT1_9A.mid,processed\lstm\bach\WT1_9A.npz,437
bach,WT1_9B.mid,processed\lstm\bach\WT1_9B.npz,733
bach,WT1_X1A.mid,processed\lstm\bach\WT1_X1A.npz,907
bach,WT1_X1B.mid,processed\lstm\bach\WT1_X1B.npz,720
bach,WT1_X2A.mid,processed\lstm\bach\WT1_X2A.npz,541
bach,WT1_X2B.mid,processed\lstm\bach\WT1_X2B.npz,1349
bach,WT1_X3A.mid,processed\lstm\bach\WT1_X3A.npz,499
bach,WT1_X3B.mid,processed\lstm\bach\WT1_X3B.npz,907
bach,WT1_X4A.mid,processed\lstm\bach\WT1_X4A.npz,619
bach,WT1_X4B.mid,processed\lstm\bach\WT1_X4B.npz,829
bach,WT1_X5A.mid,processed\lstm\bach\WT1_X5A.npz,607
bach,WT1_X5B.mid,processed\lstm\bach\WT1_X5B.npz,1805
bach,WT1_X6A.mid,processed\lstm\bach\WT1_X6A.npz,717
bach,WT1_X6B.mid,processed\lstm\bach\WT1_X6B.npz,745
bach,WT1_X7A.mid,processed\lstm\bach\WT1_X7A.npz,682
bach,WT1_X7B.mid,processed\lstm\bach\WT1_X7B.npz,882
bach,WT1_X8A.mid,processed\lstm\bach\WT1_X8A.npz,559
bach,WT1_X8B.mid,processed\lstm\bach\WT1_X8B.npz,795
bach,WT1_X9A.mid,processed\lstm\bach\WT1_X9A.npz,609
bach,WT1_X9B.mid,processed\lstm\bach\WT1_X9B.npz,1184
bach,WT1_X_A.mid,processed\lstm\bach\WT1_X_A.npz,1232
bach,WT1_X_B.mid,processed\lstm\bach\WT1_X_B.npz,810
bach,WT1_XX1A.mid,processed\lstm\bach\WT1_XX1A.npz,637
bach,WT1_XX1B.mid,processed\lstm\bach\WT1_XX1B.npz,946
bach,WT1_XX2A.mid,processed\lstm\bach\WT1_XX2A.npz,776
bach,WT1_XX2B.mid,processed\lstm\bach\WT1_XX2B.npz,747
bach,WT1_XX3A.mid,processed\lstm\bach\WT1_XX3A.npz,417
bach,WT1_XX3B.mid,processed\lstm\bach\WT1_XX3B.npz,867
bach,WT1_XX4A.mid,processed\lstm\bach\WT1_XX4A.npz,1496
bach,WT1_XX4B.mid,processed\lstm\bach\WT1_XX4B.npz,1823
bach,WT1_XX_A.mid,processed\lstm\bach\WT1_XX_A.npz,608
bach,WT1_XX_B.mid,processed\lstm\bach\WT1_XX_B.npz,2417
bach,Wtcii01a.mid,processed\lstm\bach\Wtcii01a.npz,1672
bach,Wtcii01b.mid,processed\lstm\bach\Wtcii01b.npz,1966
bach,WTCII02A.mid,processed\lstm\bach\WTCII02A.npz,2212
bach,Wtcii02b.mid,processed\lstm\bach\Wtcii02b.npz,671
bach,WTCII03A.mid,processed\lstm\bach\WTCII03A.npz,1094
bach,Wtcii03b.mid,processed\lstm\bach\Wtcii03b.npz,823
bach,WTCII04A.mid,processed\lstm\bach\WTCII04A.npz,1366
bach,Wtcii04b.mid,processed\lstm\bach\Wtcii04b.npz,1376
bach,WTCII05A.mid,processed\lstm\bach\WTCII05A.npz,3084
bach,Wtcii05b.mid,processed\lstm\bach\Wtcii05b.npz,876
bach,WTCII06A.mid,processed\lstm\bach\WTCII06A.npz,1101
bach,Wtcii06b.mid,processed\lstm\bach\Wtcii06b.npz,807
bach,WTCII07A.mid,processed\lstm\bach\WTCII07A.npz,918
bach,Wtcii07b.mid,processed\lstm\bach\Wtcii07b.npz,706
bach,WTCII08A.mid,processed\lstm\bach\WTCII08A.npz,1972
bach,Wtcii08b.mid,processed\lstm\bach\Wtcii08b.npz,1014
bach,WTCII09A.mid,processed\lstm\bach\WTCII09A.npz,1840
bach,Wtcii09b.mid,processed\lstm\bach\Wtcii09b.npz,749
bach,Wtcii10a.mid,processed\lstm\bach\Wtcii10a.npz,4520
bach,Wtcii10b.mid,processed\lstm\bach\Wtcii10b.npz,1462
bach,Wtcii11a.mid,processed\lstm\bach\Wtcii11a.npz,1234
bach,Wtcii11b.mid,processed\lstm\bach\Wtcii11b.npz,971
bach,WTCII12A.mid,processed\lstm\bach\WTCII12A.npz,1473
bach,Wtcii12b.mid,processed\lstm\bach\Wtcii12b.npz,1121
bach,WTCII13A.mid,processed\lstm\bach\WTCII13A.npz,1303
bach,Wtcii13b.mid,processed\lstm\bach\Wtcii13b.npz,1210
bach,WTCII14A.mid,processed\lstm\bach\WTCII14A.npz,891
bach,Wtcii14b.mid,processed\lstm\bach\Wtcii14b.npz,1477
bach,WTCII15A.mid,processed\lstm\bach\WTCII15A.npz,1754
bach,Wtcii15b.mid,processed\lstm\bach\Wtcii15b.npz,762
bach,WTCII16A.mid,processed\lstm\bach\WTCII16A.npz,506
bach,Wtcii16b.mid,processed\lstm\bach\Wtcii16b.npz,1664
bach,WTCII17A.mid,processed\lstm\bach\WTCII17A.npz,1539
bach,Wtcii17b.mid,processed\lstm\bach\Wtcii17b.npz,1357
bach,WTCII18A.mid,processed\lstm\bach\WTCII18A.npz,2650
bach,Wtcii18b.mid,processed\lstm\bach\Wtcii18b.npz,1584
bach,WTCII19A.mid,processed\lstm\bach\WTCII19A.npz,690
bach,Wtcii19b.mid,processed\lstm\bach\Wtcii19b.npz,758
bach,WTCII20A.mid,processed\lstm\bach\WTCII20A.npz,1542
bach,Wtcii20b.mid,processed\lstm\bach\Wtcii20b.npz,871
bach,WTCII21A.mid,processed\lstm\bach\WTCII21A.npz,3472
bach,Wtcii21b.mid,processed\lstm\bach\Wtcii21b.npz,970
bach,WTCII22A.mid,processed\lstm\bach\WTCII22A.npz,1191
bach,Wtcii22b.mid,processed\lstm\bach\Wtcii22b.npz,1760
bach,WTCII23A.mid,processed\lstm\bach\WTCII23A.npz,1099
bach,Wtcii23b.mid,processed\lstm\bach\Wtcii23b.npz,1320
bach,Wtcii24a.mid,processed\lstm\bach\Wtcii24a.npz,899
bach,Wtcii24b.mid,processed\lstm\bach\Wtcii24b.npz,1046
bach,Bwv1087_14_Canons.mid,processed\lstm\bach\Bwv1087_14_Canons.npz,2120
bach,Variation_00_Aria.mid,processed\lstm\bach\Variation_00_Aria.npz,1020
bach,Variation_01.mid,processed\lstm\bach\Variation_01.npz,1104
bach,Variation_02.mid,processed\lstm\bach\Variation_02.npz,808
bach,Variation_03.mid,processed\lstm\bach\Variation_03.npz,1198
bach,Variation_04.mid,processed\lstm\bach\Variation_04.npz,504
bach,Variation_05.mid,processed\lstm\bach\Variation_05.npz,1078
bach,Variation_06.mid,processed\lstm\bach\Variation_06.npz,678
bach,Variation_07.mid,processed\lstm\bach\Variation_07.npz,792
bach,Variation_08.mid,processed\lstm\bach\Variation_08.npz,1294
bach,Variation_09.mid,processed\lstm\bach\Variation_09.npz,756
bach,Variation_10.mid,processed\lstm\bach\Variation_10.npz,784
bach,Variation_11.mid,processed\lstm\bach\Variation_11.npz,1360
bach,Variation_12.mid,processed\lstm\bach\Variation_12.npz,1290
bach,Variation_13.mid,processed\lstm\bach\Variation_13.npz,1662
bach,Variation_14.mid,processed\lstm\bach\Variation_14.npz,1390
bach,Variation_15.mid,processed\lstm\bach\Variation_15.npz,1048
bach,Variation_16.mid,processed\lstm\bach\Variation_16.npz,1582
bach,Variation_17.mid,processed\lstm\bach\Variation_17.npz,1430
bach,Variation_18.mid,processed\lstm\bach\Variation_18.npz,618
bach,Variation_19.mid,processed\lstm\bach\Variation_19.npz,682
bach,Variation_20.mid,processed\lstm\bach\Variation_20.npz,1246
bach,Variation_21.mid,processed\lstm\bach\Variation_21.npz,950
bach,Variation_22.mid,processed\lstm\bach\Variation_22.npz,668
bach,Variation_23.mid,processed\lstm\bach\Variation_23.npz,1494
bach,Variation_24.mid,processed\lstm\bach\Variation_24.npz,1350
bach,Variation_25.mid,processed\lstm\bach\Variation_25.npz,1449
bach,Variation_26.mid,processed\lstm\bach\Variation_26.npz,1740
bach,Variation_27.mid,processed\lstm\bach\Variation_27.npz,1076
bach,Variation_28.mid,processed\lstm\bach\Variation_28.npz,1966
bach,Variation_29.mid,processed\lstm\bach\Variation_29.npz,1436
bach,Variation_30.mid,processed\lstm\bach\Variation_30.npz,824
bach,Clavierubung_Part_111Duet_No2_in_F_Major.mid,processed\lstm\bach\Clavierubung_Part_111Duet_No2_in_F_Major.npz,1476
bach,Bwv1041_Violin_Concerto_n1_1mov.mid,processed\lstm\bach\Bwv1041_Violin_Concerto_n1_1mov.npz,4505
bach,Bwv1041_Violin_Concerto_n1_2mov.mid,processed\lstm\bach\Bwv1041_Violin_Concerto_n1_2mov.npz,2117
bach,Bwv1041_Violin_Concerto_n1_3mov.mid,processed\lstm\bach\Bwv1041_Violin_Concerto_n1_3mov.npz,4772
bach,Bwv1042_Violin_Concerto_n2_1mov.mid,processed\lstm\bach\Bwv1042_Violin_Concerto_n2_1mov.npz,8186
bach,Bwv1042_Violin_Concerto_n2_2mov.mid,processed\lstm\bach\Bwv1042_Violin_Concerto_n2_2mov.npz,2062
bach,Bwv1042_Violin_Concerto_n2_3mov.mid,processed\lstm\bach\Bwv1042_Violin_Concerto_n2_3mov.npz,2808
bach,Bwv1043_Two_Violins_Concerto_n3_1mov.mid,processed\lstm\bach\Bwv1043_Two_Violins_Concerto_n3_1mov.npz,4113
bach,Bwv1043_Two_Violins_Concerto_n3_2mov.mid,processed\lstm\bach\Bwv1043_Two_Violins_Concerto_n3_2mov.npz,1106
bach,Bwv1043_Two_Violins_Concerto_n3_3mov.mid,processed\lstm\bach\Bwv1043_Two_Violins_Concerto_n3_3mov.npz,5751
bach,Bwv1044_Flute_Violin_and_Harpsichord_Concerto_1mov.mid,processed\lstm\bach\Bwv1044_Flute_Violin_and_Harpsichord_Concerto_1mov.npz,10424
bach,Bwv1044_Flute_Violin_and_Harpsichord_Concerto_2mov.mid,processed\lstm\bach\Bwv1044_Flute_Violin_and_Harpsichord_Concerto_2mov.npz,2046
bach,Bwv1044_Flute_Violin_and_Harpsichord_Concerto_3mov.mid,processed\lstm\bach\Bwv1044_Flute_Violin_and_Harpsichord_Concerto_3mov.npz,6760
bach,Bwv1046_Brandenburg_Concert_n1_1mov.mid,processed\lstm\bach\Bwv1046_Brandenburg_Concert_n1_1mov.npz,8933
bach,Bwv1046_Brandenburg_Concert_n1_2mov.mid,processed\lstm\bach\Bwv1046_Brandenburg_Concert_n1_2mov.npz,1899
bach,Bwv1046_Brandenburg_Concert_n1_3mov.mid,processed\lstm\bach\Bwv1046_Brandenburg_Concert_n1_3mov.npz,10217
bach,Bwv1047_Brandenburg_Concert_n2_1mov.mid,processed\lstm\bach\Bwv1047_Brandenburg_Concert_n2_1mov.npz,10650
bach,Bwv1047_Brandenburg_Concert_n2_2mov.mid,processed\lstm\bach\Bwv1047_Brandenburg_Concert_n2_2mov.npz,1132
bach,Bwv1047_Brandenburg_Concert_n2_3mov.mid,processed\lstm\bach\Bwv1047_Brandenburg_Concert_n2_3mov.npz,3520
bach,Bwv1048_Brandenburg_Concert_n3_1mov_B.mid,processed\lstm\bach\Bwv1048_Brandenburg_Concert_n3_1mov_B.npz,11725
bach,Bwv1048_Brandenburg_Concert_n3_1mov.mid,processed\lstm\bach\Bwv1048_Brandenburg_Concert_n3_1mov.npz,25151
bach,Bwv1048_Brandenburg_Concert_n3_2-3movs.mid,processed\lstm\bach\Bwv1048_Brandenburg_Concert_n3_2-3movs.npz,14064
bach,Bwv1049_Brandenburg_Concert_n4_1mov.mid,processed\lstm\bach\Bwv1049_Brandenburg_Concert_n4_1mov.npz,9976
bach,Bwv1049_Brandenburg_Concert_n4_2mov.mid,processed\lstm\bach\Bwv1049_Brandenburg_Concert_n4_2mov.npz,2161
bach,Bwv1049_Brandenburg_Concert_n4_3mov.mid,processed\lstm\bach\Bwv1049_Brandenburg_Concert_n4_3mov.npz,6078
bach,Bwv1050_Brandenburg_Concert_n5_1-2-3movs.mid,processed\lstm\bach\Bwv1050_Brandenburg_Concert_n5_1-2-3movs.npz,19669
bach,Bwv1051_Brandenburg_Concert_n6_1mov.mid,processed\lstm\bach\Bwv1051_Brandenburg_Concert_n6_1mov.npz,7444
bach,Bwv1051_Brandenburg_Concert_n6_2mov.mid,processed\lstm\bach\Bwv1051_Brandenburg_Concert_n6_2mov.npz,2107
bach,Bwv1051_Brandenburg_Concert_n6_3mov.mid,processed\lstm\bach\Bwv1051_Brandenburg_Concert_n6_3mov.npz,5338
bach,Bwv1052_Harpsichord_Concerto_n1_1mov.mid,processed\lstm\bach\Bwv1052_Harpsichord_Concerto_n1_1mov.npz,9037
bach,Bwv1052_Harpsichord_Concerto_n1_2mov.mid,processed\lstm\bach\Bwv1052_Harpsichord_Concerto_n1_2mov.npz,2975
bach,Bwv1052_Harpsichord_Concerto_n1_3mov.mid,processed\lstm\bach\Bwv1052_Harpsichord_Concerto_n1_3mov.npz,10490
bach,Bwv1052_Harpsichord_Concerto_n1b.mid,processed\lstm\bach\Bwv1052_Harpsichord_Concerto_n1b.npz,20063
bach,Bwv1053_Harpsichord_Concerto_n2_1mov.mid,processed\lstm\bach\Bwv1053_Harpsichord_Concerto_n2_1mov.npz,8793
bach,Bwv1053_Harpsichord_Concerto_n2_2mov.mid,processed\lstm\bach\Bwv1053_Harpsichord_Concerto_n2_2mov.npz,1874
bach,Bwv1053_Harpsichord_Concerto_n2_3mov.mid,processed\lstm\bach\Bwv1053_Harpsichord_Concerto_n2_3mov.npz,8438
bach,Bwv1054_Harpsichord_Concerto_n3_1mov.mid,processed\lstm\bach\Bwv1054_Harpsichord_Concerto_n3_1mov.npz,8401
bach,Bwv1054_Harpsichord_Concerto_n3_2mov.mid,processed\lstm\bach\Bwv1054_Harpsichord_Concerto_n3_2mov.npz,2309
bach,Bwv1054_Harpsichord_Concerto_n3_3mov.mid,processed\lstm\bach\Bwv1054_Harpsichord_Concerto_n3_3mov.npz,3072
bach,Bwv1055_Harpsichord_Concerto_n4_1mov.mid,processed\lstm\bach\Bwv1055_Harpsichord_Concerto_n4_1mov.npz,4692
bach,Bwv1055_Harpsichord_Concerto_n4_2mov.mid,processed\lstm\bach\Bwv1055_Harpsichord_Concerto_n4_2mov.npz,1647
bach,Bwv1055_Harpsichord_Concerto_n4_3mov.mid,processed\lstm\bach\Bwv1055_Harpsichord_Concerto_n4_3mov.npz,4506
bach,Bwv1056_Harpsichord_Concerto_n5.mid,processed\lstm\bach\Bwv1056_Harpsichord_Concerto_n5.npz,7423
bach,Bwv1057_Harpsichord_Concerto_n6_2mov.mid,processed\lstm\bach\Bwv1057_Harpsichord_Concerto_n6_2mov.npz,2444
bach,Bwv1057_Harpsichord_Concerto_n6_3mov.mid,processed\lstm\bach\Bwv1057_Harpsichord_Concerto_n6_3mov.npz,6744
bach,Bwv1058_Harpsichord_Concerto_n7_1mov.mid,processed\lstm\bach\Bwv1058_Harpsichord_Concerto_n7_1mov.npz,4936
bach,Bwv1058_Harpsichord_Concerto_n7_2mov.mid,processed\lstm\bach\Bwv1058_Harpsichord_Concerto_n7_2mov.npz,2435
bach,Bwv1058_Harpsichord_Concerto_n7_3mov.mid,processed\lstm\bach\Bwv1058_Harpsichord_Concerto_n7_3mov.npz,5046
bach,Bwv1060_Two_Harpsichords_Concerto_n1.mid,processed\lstm\bach\Bwv1060_Two_Harpsichords_Concerto_n1.npz,16147
bach,Bwv1061_Two_Harpsichords_Concerto_n2.mid,processed\lstm\bach\Bwv1061_Two_Harpsichords_Concerto_n2.npz,15699
bach,Bwv1062_Two_Harpsichords_Concerto_n3.mid,processed\lstm\bach\Bwv1062_Two_Harpsichords_Concerto_n3.npz,16402
bach,Bwv1063_Three_Harpsichords_Concerto_n1.mid,processed\lstm\bach\Bwv1063_Three_Harpsichords_Concerto_n1.npz,20857
bach,Bwv1064_Three_Harpsichords_Concerto_n2_1mov.mid,processed\lstm\bach\Bwv1064_Three_Harpsichords_Concerto_n2_1mov.npz,13356
bach,Bwv1064_Three_Harpsichords_Concerto_n2_2mov.mid,processed\lstm\bach\Bwv1064_Three_Harpsichords_Concerto_n2_2mov.npz,3718
bach,Bwv1064_Three_Harpsichords_Concerto_n2_3mov.mid,processed\lstm\bach\Bwv1064_Three_Harpsichords_Concerto_n2_3mov.npz,8372
