composer,filename,npy_path,time_steps,file_kb
bach,Bwv1068_Orchestral_Suite_n3_5mov.mid,processed\cnn\bach\Bwv1068_Orchestral_Suite_n3_5mov.npy,598,51.5
bach,Bwv1069_Orchestral_Suite_n4_1mov.mid,processed\cnn\bach\Bwv1069_Orchestral_Suite_n4_1mov.npy,3362,289.0
bach,Bwv1069_Orchestral_Suite_n4_2mov.mid,processed\cnn\bach\Bwv1069_Orchestral_Suite_n4_2mov.npy,896,77.1
bach,Bwv1069_Orchestral_Suite_n4_3mov.mid,processed\cnn\bach\Bwv1069_Orchestral_Suite_n4_3mov.npy,401,34.6
bach,Bwv1069_Orchestral_Suite_n4_4mov.mid,processed\cnn\bach\Bwv1069_Orchestral_Suite_n4_4mov.npy,1238,106.5
bach,Bwv1069_Orchestral_Suite_n4_5mov.mid,processed\cnn\bach\Bwv1069_Orchestral_Suite_n4_5mov.npy,661,56.9
bach,Bwv1066_Orchestral_suite_n1_Bouree.mid,processed\cnn\bach\Bwv1066_Orchestral_suite_n1_Bouree.npy,660,56.8
bach,Bwv1066_Orchestral_suite_n1_Courante.mid,processed\cnn\bach\Bwv1066_Orchestral_suite_n1_Courante.npy,454,39.1
bach,Bwv1066_Orchestral_suite_n1_Forlane.mid,processed\cnn\bach\Bwv1066_Orchestral_suite_n1_Forlane.npy,308,26.6
bach,Bwv1066_Orchestral_suite_n1_Gavotte.mid,processed\cnn\bach\Bwv1066_Orchestral_suite_n1_Gavotte.npy,945,81.3
bach,Bwv1066_Orchestral_suite_n1_Menuet.mid,processed\cnn\bach\Bwv1066_Orchestral_suite_n1_Menuet.npy,866,74.5
bach,Bwv1066_Orchestral_suite_n1_Overture.mid,processed\cnn\bach\Bwv1066_Orchestral_suite_n1_Overture.npy,2525,217.1
bach,Bwv1066_Orchestral_suite_n1_Passpied.mid,processed\cnn\bach\Bwv1066_Orchestral_suite_n1_Passpied.npy,848,73.0
bach,Bwv1067_Orchestral_suite_n2_Badineri.mid,processed\cnn\bach\Bwv1067_Orchestral_suite_n2_Badineri.npy,323,27.9
bach,Bwv1067_Orchestral_suite_n2_Bouree.mid,processed\cnn\bach\Bwv1067_Orchestral_suite_n2_Bouree.npy,541,46.6
bach,Bwv1067_Orchestral_suite_n2_Menuet.mid,processed\cnn\bach\Bwv1067_Orchestral_suite_n2_Menuet.npy,327,28.2
bach,Bwv1067_Orchestral_suite_n2_Overture.mid,processed\cnn\bach\Bwv1067_Orchestral_suite_n2_Overture.npy,2569,220.9
bach,Bwv1067_Orchestral_suite_n2_Polonais.mid,processed\cnn\bach\Bwv1067_Orchestral_suite_n2_Polonais.npy,939,80.8
bach,Bwv1067_Orchestral_suite_n2_Rondeau.mid,processed\cnn\bach\Bwv1067_Orchestral_suite_n2_Rondeau.npy,373,32.2
bach,Bwv1067_Orchestral_suite_n2_Sarabande.mid,processed\cnn\bach\Bwv1067_Orchestral_suite_n2_Sarabande.npy,628,54.1
bach,Bwv1068_Orchestral_suite_n3_Air.mid,processed\cnn\bach\Bwv1068_Orchestral_suite_n3_Air.npy,1064,91.6
bach,Bwv1068_Orchestral_suite_n3_Bourree.mid,processed\cnn\bach\Bwv1068_Orchestral_suite_n3_Bourree.npy,306,26.4
bach,Bwv1068_Orchestral_suite_n3_Gavotte.mid,processed\cnn\bach\Bwv1068_Orchestral_suite_n3_Gavotte.npy,1000,86.1
bach,Bwv1068_Orchestral_suite_n3_Gigue.mid,processed\cnn\bach\Bwv1068_Orchestral_suite_n3_Gigue.npy,687,59.2
bach,Bwv1068_Orchestral_suite_n3_Overture.mid,processed\cnn\bach\Bwv1068_Orchestral_suite_n3_Overture.npy,2476,212.9
bach,Bwv1069_Orchestral_suite_n4_Bourree.mid,processed\cnn\bach\Bwv1069_Orchestral_suite_n4_Bourree.npy,818,70.4
bach,Bwv1069_Orchestral_suite_n4_Gavotte.mid,processed\cnn\bach\Bwv1069_Orchestral_suite_n4_Gavotte.npy,465,40.1
bach,Bwv1069_Orchestral_suite_n4_Menuet.mid,processed\cnn\bach\Bwv1069_Orchestral_suite_n4_Menuet.npy,1150,99.0
bach,Bwv1069_Orchestral_suite_n4_Overture.mid,processed\cnn\bach\Bwv1069_Orchestral_suite_n4_Overture.npy,2986,256.7
bach,Bwv1069_Orchestral_suite_n4_Rejouissance.mid,processed\cnn\bach\Bwv1069_Orchestral_suite_n4_Rejouissance.npy,790,68.0
bach,Musical_Offering_n1_Ricercare_a_3.mid,processed\cnn\bach\Musical_Offering_n1_Ricercare_a_3.npy,989,85.1
bach,Musical_Offering_n10.mid,processed\cnn\bach\Musical_Offering_n10.npy,677,58.3
bach,Musical_Offering_n11.mid,processed\cnn\bach\Musical_Offering_n11.npy,216,18.7
bach,Musical_Offering_n12.mid,processed\cnn\bach\Musical_Offering_n12.npy,525,45.2
bach,Musical_Offering_n13.mid,processed\cnn\bach\Musical_Offering_n13.npy,344,29.7
bach,Musical_Offering_n14.mid,processed\cnn\bach\Musical_Offering_n14.npy,444,38.3
bach,Musical_Offering_n15_Trio-Largo.mid,processed\cnn\bach\Musical_Offering_n15_Trio-Largo.npy,424,36.6
bach,Musical_Offering_n16_Trio-Allegro.mid,processed\cnn\bach\Musical_Offering_n16_Trio-Allegro.npy,324,28.0
bach,Musical_Offering_n17_Trio-Andante.mid,processed\cnn\bach\Musical_Offering_n17_Trio-Andante.npy,596,51.3
bach,Musical_Offering_n18_Trio-Allegro.mid,processed\cnn\bach\Musical_Offering_n18_Trio-Allegro.npy,415,35.8
bach,Musical_Offering_n19.mid,processed\cnn\bach\Musical_Offering_n19.npy,2108,181.3
bach,Musical_Offering_n2_Canon_Perpetuus.mid,processed\cnn\bach\Musical_Offering_n2_Canon_Perpetuus.npy,195,16.9
bach,Musical_Offering_n3.mid,processed\cnn\bach\Musical_Offering_n3.npy,231,20.0
bach,Musical_Offering_n4.mid,processed\cnn\bach\Musical_Offering_n4.npy,157,13.6
bach,Musical_Offering_n5.mid,processed\cnn\bach\Musical_Offering_n5.npy,489,42.1
bach,Musical_Offering_n6.mid,processed\cnn\bach\Musical_Offering_n6.npy,565,48.7
bach,Musical_Offering_n7.mid,processed\cnn\bach\Musical_Offering_n7.npy,1645,141.5
bach,Musical_Offering_n8.mid,processed\cnn\bach\Musical_Offering_n8.npy,1345,115.7
bach,Musical_Offering_n9_Ricercare_a_6.mid,processed\cnn\bach\Musical_Offering_n9_Ricercare_a_6.npy,668,57.5
bach,Canon_Fugue_n1.mid,processed\cnn\bach\Canon_Fugue_n1.npy,1054,90.7
bach,Canon_Fugue_n2.mid,processed\cnn\bach\Canon_Fugue_n2.npy,631,54.4
bach,Canon_Fugue_n3.mid,processed\cnn\bach\Canon_Fugue_n3.npy,1049,90.3
bach,Canon_Fugue_n4.mid,processed\cnn\bach\Canon_Fugue_n4.npy,592,51.0
bach,Counter_Fugue_n1.mid,processed\cnn\bach\Counter_Fugue_n1.npy,982,84.5
bach,Counter_Fugue_n2.mid,processed\cnn\bach\Counter_Fugue_n2.npy,1022,88.0
bach,Counter_Fugue_n3.mid,processed\cnn\bach\Counter_Fugue_n3.npy,997,85.8
bach,Double_Fugue_n1.mid,processed\cnn\bach\Double_Fugue_n1.npy,845,72.7
bach,Double_Fugue_n2.mid,processed\cnn\bach\Double_Fugue_n2.npy,906,78.0
bach,Mirror_Fugue_n1.mid,processed\cnn\bach\Mirror_Fugue_n1.npy,1090,93.8
bach,Mirror_Fugue_n2.mid,processed\cnn\bach\Mirror_Fugue_n2.npy,1269,109.2
bach,Simple_Fugue_Inverted_Subject_n1.mid,processed\cnn\bach\Simple_Fugue_Inverted_Subject_n1.npy,729,62.8
bach,Simple_Fugue_Inverted_Subject_n2.mid,processed\cnn\bach\Simple_Fugue_Inverted_Subject_n2.npy,1050,90.4
bach,Simple_Fugue_Regular_Subject_n1.mid,processed\cnn\bach\Simple_Fugue_Regular_Subject_n1.npy,846,72.8
bach,Simple_Fugue_Regular_Subject_n2.mid,processed\cnn\bach\Simple_Fugue_Regular_Subject_n2.npy,818,70.4
bach,The_Art_of_the_Fugue_BWV1080.mid,processed\cnn\bach\The_Art_of_the_Fugue_BWV1080.npy,20672,1776.6
bach,Triple_Fugue_n1.mid,processed\cnn\bach\Triple_Fugue_n1.npy,1450,124.7
bach,Triple_Fugue_n2.mid,processed\cnn\bach\Triple_Fugue_n2.npy,1620,139.3
bach,Unfinished_Fugue.mid,processed\cnn\bach\Unfinished_Fugue.npy,2298,197.6
bach,01_Kyrie_Eleison.mid,processed\cnn\bach\01_Kyrie_Eleison.npy,2289,196.8
bach,02_Christe_Eleison.mid,processed\cnn\bach\02_Christe_Eleison.npy,1178,101.4
bach,03_Kyrie_Eleison.mid,processed\cnn\bach\03_Kyrie_Eleison.npy,896,77.1
bach,04_Chor_Gloria_In_Exelcis.mid,processed\cnn\bach\04_Chor_Gloria_In_Exelcis.npy,1451,124.8
bach,05_Aria_For_Soprano.mid,processed\cnn\bach\05_Aria_For_Soprano.npy,939,80.8
bach,06_Chor_Gratias_Animus_Tibi.mid,processed\cnn\bach\06_Chor_Gratias_Animus_Tibi.npy,670,57.7
bach,07_Duet_Domine_Deus.mid,processed\cnn\bach\07_Duet_Domine_Deus.npy,1310,112.7
bach,08_Chor_Qui_Tollis.mid,processed\cnn\bach\08_Chor_Qui_Tollis.npy,742,63.9
bach,09_Aria_Qui_Sedes.mid,processed\cnn\bach\09_Aria_Qui_Sedes.npy,947,81.5
bach,10_Aria_Quoniam.mid,processed\cnn\bach\10_Aria_Quoniam.npy,1061,91.3
bach,11_Chor_Cum_Sancto.mid,processed\cnn\bach\11_Chor_Cum_Sancto.npy,868,74.7
bach,12_Chor_Credo_In_Unum_Deum.mid,processed\cnn\bach\12_Chor_Credo_In_Unum_Deum.npy,492,42.4
bach,13_Chor_Patrem_Omnipotentem.mid,processed\cnn\bach\13_Chor_Patrem_Omnipotentem.npy,423,36.5
bach,14_Duet_In_Unum.mid,processed\cnn\bach\14_Duet_In_Unum.npy,1029,88.6
bach,15_Et_Incarnatus__Cricifixus.mid,processed\cnn\bach\15_Et_Incarnatus__Cricifixus.npy,1469,126.4
bach,16_Et_Ressurexit.mid,processed\cnn\bach\16_Et_Ressurexit.npy,927,79.8
bach,17_Bass_Aria_Et_In_Spritum.mid,processed\cnn\bach\17_Bass_Aria_Et_In_Spritum.npy,1167,100.4
bach,18_Confiteor.mid,processed\cnn\bach\18_Confiteor.npy,1367,117.6
bach,19_Sanctus.mid,processed\cnn\bach\19_Sanctus.npy,1194,102.7
bach,20_Osanna.mid,processed\cnn\bach\20_Osanna.npy,570,49.1
bach,21_Benedictus.mid,processed\cnn\bach\21_Benedictus.npy,997,85.8
bach,22_Agnus_Dei.mid,processed\cnn\bach\22_Agnus_Dei.npy,1161,99.9
bach,23_Donna_Nobis_Pacem.mid,processed\cnn\bach\23_Donna_Nobis_Pacem.npy,715,61.6
bach,1Bass_Aria.mid,processed\cnn\bach\1Bass_Aria.npy,799,68.8
bach,10Wir_setzen_uns_mit_Tra_nen_nieder_Chorus.mid,processed\cnn\bach\10Wir_setzen_uns_mit_Tra_nen_nieder_Chorus.npy,1299,111.8
bach,2Aus_Liebe_will_mein_Heiland_sterban_Soprano_Aria.mid,processed\cnn\bach\2Aus_Liebe_will_mein_Heiland_sterban_Soprano_Aria.npy,720,62.0
bach,3Gebt_mir_meinen_Jesum_weider_Bass_Aria.mid,processed\cnn\bach\3Gebt_mir_meinen_Jesum_weider_Bass_Aria.npy,821,70.7
bach,4Blute_nur_du_liebes_Herz_Soprano_Aria.mid,processed\cnn\bach\4Blute_nur_du_liebes_Herz_Soprano_Aria.npy,934,80.4
bach,5Erbarme_dicht_mein_Gott_Alto_Aria.mid,processed\cnn\bach\5Erbarme_dicht_mein_Gott_Alto_Aria.npy,1676,144.2
bach,6Herzliebster_Jesu_Chorus.mid,processed\cnn\bach\6Herzliebster_Jesu_Chorus.npy,195,16.9
bach,7Ko_nnen_Tra_nen_meiner_Wangen_nichts_erlangen_Alto_Aria.mid,processed\cnn\bach\7Ko_nnen_Tra_nen_meiner_Wangen_nichts_erlangen_Alto_Aria.npy,1243,106.9
bach,8Mache_dich_mein_herz_Bass_Aria.mid,processed\cnn\bach\8Mache_dich_mein_herz_Bass_Aria.npy,1483,127.6
bach,9O_Haupt_voll_Blut_und_Wunden_Chorus.mid,processed\cnn\bach\9O_Haupt_voll_Blut_und_Wunden_Chorus.npy,429,37.0
bach,Bwv772_Invention_n01.mid,processed\cnn\bach\Bwv772_Invention_n01.npy,266,23.0
bach,invent1.mid,processed\cnn\bach\invent1.npy,245,21.2
bach,invent10.mid,processed\cnn\bach\invent10.npy,175,15.2
bach,invent11.mid,processed\cnn\bach\invent11.npy,268,23.2
bach,invent12.mid,processed\cnn\bach\invent12.npy,274,23.7
bach,invent13.mid,processed\cnn\bach\invent13.npy,266,23.0
bach,invent14.mid,processed\cnn\bach\invent14.npy,312,26.9
bach,invent15.mid,processed\cnn\bach\invent15.npy,251,21.7
bach,invent2.mid,processed\cnn\bach\invent2.npy,281,24.3
bach,invent3.mid,processed\cnn\bach\invent3.npy,244,21.1
bach,invent4.mid,processed\cnn\bach\invent4.npy,192,16.6
bach,invent5.mid,processed\cnn\bach\invent5.npy,312,26.9
bach,invent8.mid,processed\cnn\bach\invent8.npy,202,17.5
bach,invent9.mid,processed\cnn\bach\invent9.npy,244,21.1
bach,Bwv773_Invention_n02.mid,processed\cnn\bach\Bwv773_Invention_n02.npy,326,28.1
bach,Bwv774_Invention_n03.mid,processed\cnn\bach\Bwv774_Invention_n03.npy,279,24.1
bach,Bwv775_Invention_n04.mid,processed\cnn\bach\Bwv775_Invention_n04.npy,252,21.8
bach,Bwv776_Invention_n05.mid,processed\cnn\bach\Bwv776_Invention_n05.npy,447,38.5
bach,Bwv777_Invention_n06.mid,processed\cnn\bach\Bwv777_Invention_n06.npy,621,53.5
bach,Bwv778_Invention_n07.mid,processed\cnn\bach\Bwv778_Invention_n07.npy,206,17.8
bach,Bwv779_Invention_n08.mid,processed\cnn\bach\Bwv779_Invention_n08.npy,243,21.0
bach,Bwv780_Invention_n09.mid,processed\cnn\bach\Bwv780_Invention_n09.npy,282,24.4
bach,Bwv781_Invention_n10.mid,processed\cnn\bach\Bwv781_Invention_n10.npy,290,25.0
bach,Bwv782_Invention_n11.mid,processed\cnn\bach\Bwv782_Invention_n11.npy,315,27.2
bach,Bwv783_Invention_n12.mid,processed\cnn\bach\Bwv783_Invention_n12.npy,384,33.1
bach,Bwv784_Invention_n13.mid,processed\cnn\bach\Bwv784_Invention_n13.npy,276,23.8
bach,Bwv785_Invention_n14.mid,processed\cnn\bach\Bwv785_Invention_n14.npy,442,38.1
bach,Bwv786_Invention_n15.mid,processed\cnn\bach\Bwv786_Invention_n15.npy,221,19.1
bach,Bwv0787_Sinfonia_n1.mid,processed\cnn\bach\Bwv0787_Sinfonia_n1.npy,236,20.4
bach,Bwv0788_Sinfonia_n2.mid,processed\cnn\bach\Bwv0788_Sinfonia_n2.npy,325,28.1
bach,Bwv0789_Sinfonia_n3.mid,processed\cnn\bach\Bwv0789_Sinfonia_n3.npy,265,22.9
bach,Bwv0790_Sinfonia_n4.mid,processed\cnn\bach\Bwv0790_Sinfonia_n4.npy,254,22.0
bach,Bwv0791_Sinfonia_n5.mid,processed\cnn\bach\Bwv0791_Sinfonia_n5.npy,419,36.1
bach,Bwv0792_Sinfonia_n6.mid,processed\cnn\bach\Bwv0792_Sinfonia_n6.npy,257,22.2
bach,Bwv0793_Sinfonia_n7.mid,processed\cnn\bach\Bwv0793_Sinfonia_n7.npy,340,29.3
bach,Bwv0794_Sinfonia_n8.mid,processed\cnn\bach\Bwv0794_Sinfonia_n8.npy,231,20.0
bach,Bwv0795_Sinfonia_n9.mid,processed\cnn\bach\Bwv0795_Sinfonia_n9.npy,406,35.0
bach,Bwv0796_Sinfonia_n10.mid,processed\cnn\bach\Bwv0796_Sinfonia_n10.npy,247,21.4
bach,Bwv0797_Sinfonia_n11.mid,processed\cnn\bach\Bwv0797_Sinfonia_n11.npy,331,28.6
bach,Bwv0798_Sinfonia_n12.mid,processed\cnn\bach\Bwv0798_Sinfonia_n12.npy,322,27.8
bach,Bwv0799_Sinfonia_n13.mid,processed\cnn\bach\Bwv0799_Sinfonia_n13.npy,294,25.4
bach,Bwv0800_Sinfonia_n14.mid,processed\cnn\bach\Bwv0800_Sinfonia_n14.npy,245,21.2
bach,Bwv0801_Sinfonia_n15.mid,processed\cnn\bach\Bwv0801_Sinfonia_n15.npy,265,22.9
bach,Bwv802_Four_Inventions_Duettos_Clavier-U_bung_III_n1.mid,processed\cnn\bach\Bwv802_Four_Inventions_Duettos_Clavier-U_bung_III_n1.npy,478,41.2
bach,WT1_1A.mid,processed\cnn\bach\WT1_1A.npy,469,40.4
bach,WT1_1B.mid,processed\cnn\bach\WT1_1B.npy,411,35.4
bach,WT1_2A.mid,processed\cnn\bach\WT1_2A.npy,399,34.4
bach,WT1_2B.mid,processed\cnn\bach\WT1_2B.npy,362,31.2
bach,WT1_3A.mid,processed\cnn\bach\WT1_3A.npy,403,34.8
bach,WT1_3B.mid,processed\cnn\bach\WT1_3B.npy,649,55.9
bach,WT1_4A.mid,processed\cnn\bach\WT1_4A.npy,503,43.4
bach,WT1_4B.mid,processed\cnn\bach\WT1_4B.npy,777,66.9
bach,WT1_5A.mid,processed\cnn\bach\WT1_5A.npy,401,34.6
bach,WT1_5B.mid,processed\cnn\bach\WT1_5B.npy,405,34.9
bach,WT1_6A.mid,processed\cnn\bach\WT1_6A.npy,341,29.4
bach,WT1_6B.mid,processed\cnn\bach\WT1_6B.npy,427,36.8
bach,WT1_7A.mid,processed\cnn\bach\WT1_7A.npy,849,73.1
bach,WT1_7B.mid,processed\cnn\bach\WT1_7B.npy,477,41.1
bach,WT1_8A.mid,processed\cnn\bach\WT1_8A.npy,691,59.5
bach,WT1_8B.mid,processed\cnn\bach\WT1_8B.npy,943,81.2
bach,WT1_9A.mid,processed\cnn\bach\WT1_9A.npy,261,22.6
bach,WT1_9B.mid,processed\cnn\bach\WT1_9B.npy,321,27.7
bach,WT1_X1A.mid,processed\cnn\bach\WT1_X1A.npy,255,22.0
bach,WT1_X1B.mid,processed\cnn\bach\WT1_X1B.npy,326,28.1
bach,WT1_X2A.mid,processed\cnn\bach\WT1_X2A.npy,288,24.9
bach,WT1_X2B.mid,processed\cnn\bach\WT1_X2B.npy,620,53.4
bach,WT1_X3A.mid,processed\cnn\bach\WT1_X3A.npy,248,21.4
bach,WT1_X3B.mid,processed\cnn\bach\WT1_X3B.npy,388,33.5
bach,WT1_X4A.mid,processed\cnn\bach\WT1_X4A.npy,246,21.3
bach,WT1_X4B.mid,processed\cnn\bach\WT1_X4B.npy,449,38.7
bach,WT1_X5A.mid,processed\cnn\bach\WT1_X5A.npy,250,21.6
bach,WT1_X5B.mid,processed\cnn\bach\WT1_X5B.npy,599,51.6
bach,WT1_X6A.mid,processed\cnn\bach\WT1_X6A.npy,264,22.8
bach,WT1_X6B.mid,processed\cnn\bach\WT1_X6B.npy,345,29.8
bach,WT1_X7A.mid,processed\cnn\bach\WT1_X7A.npy,324,28.0
bach,WT1_X7B.mid,processed\cnn\bach\WT1_X7B.npy,388,33.5
bach,WT1_X8A.mid,processed\cnn\bach\WT1_X8A.npy,308,26.6
bach,WT1_X8B.mid,processed\cnn\bach\WT1_X8B.npy,493,42.5
bach,WT1_X9A.mid,processed\cnn\bach\WT1_X9A.npy,319,27.5
bach,WT1_X9B.mid,processed\cnn\bach\WT1_X9B.npy,548,47.2
bach,WT1_X_A.mid,processed\cnn\bach\WT1_X_A.npy,574,49.5
bach,WT1_X_B.mid,processed\cnn\bach\WT1_X_B.npy,334,28.8
bach,WT1_XX1A.mid,processed\cnn\bach\WT1_XX1A.npy,257,22.2
bach,WT1_XX1B.mid,processed\cnn\bach\WT1_XX1B.npy,437,37.7
bach,WT1_XX2A.mid,processed\cnn\bach\WT1_XX2A.npy,436,37.6
bach,WT1_XX2B.mid,processed\cnn\bach\WT1_XX2B.npy,506,43.6
bach,WT1_XX3A.mid,processed\cnn\bach\WT1_XX3A.npy,224,19.4
bach,WT1_XX3B.mid,processed\cnn\bach\WT1_XX3B.npy,384,33.1
bach,WT1_XX4A.mid,processed\cnn\bach\WT1_XX4A.npy,1260,108.4
bach,WT1_XX4B.mid,processed\cnn\bach\WT1_XX4B.npy,1221,105.1
bach,WT1_XX_A.mid,processed\cnn\bach\WT1_XX_A.npy,344,29.7
bach,WT1_XX_B.mid,processed\cnn\bach\WT1_XX_B.npy,943,81.2
bach,Wtcii01a.mid,processed\cnn\bach\Wtcii01a.npy,470,40.5
bach,Wtcii01b.mid,processed\cnn\bach\Wtcii01b.npy,402,34.7
bach,WTCII02A.mid,processed\cnn\bach\WTCII02A.npy,585,50.4
bach,Wtcii02b.mid,processed\cnn\bach\Wtcii02b.npy,592,51.0
bach,WTCII03A.mid,processed\cnn\bach\WTCII03A.npy,381,32.9
bach,Wtcii03b.mid,processed\cnn\bach\Wtcii03b.npy,425,36.6
bach,WTCII04A.mid,processed\cnn\bach\WTCII04A.npy,814,70.1
bach,Wtcii04b.mid,processed\cnn\bach\Wtcii04b.npy,529,45.6
bach,WTCII05A.mid,processed\cnn\bach\WTCII05A.npy,1140,98.1
bach,Wtcii05b.mid,processed\cnn\bach\Wtcii05b.npy,623,53.7
bach,WTCII06A.mid,processed\cnn\bach\WTCII06A.npy,384,33.1
bach,Wtcii06b.mid,processed\cnn\bach\Wtcii06b.npy,377,32.5
bach,WTCII07A.mid,processed\cnn\bach\WTCII07A.npy,564,48.6
bach,Wtcii07b.mid,processed\cnn\bach\Wtcii07b.npy,448,38.6
bach,WTCII08A.mid,processed\cnn\bach\WTCII08A.npy,785,67.6
bach,Wtcii08b.mid,processed\cnn\bach\Wtcii08b.npy,857,73.8
bach,WTCII09A.mid,processed\cnn\bach\WTCII09A.npy,973,83.7
bach,Wtcii09b.mid,processed\cnn\bach\Wtcii09b.npy,663,57.1
bach,Wtcii10a.mid,processed\cnn\bach\Wtcii10a.npy,848,73.0
bach,Wtcii10b.mid,processed\cnn\bach\Wtcii10b.npy,683,58.8
bach,Wtcii11a.mid,processed\cnn\bach\Wtcii11a.npy,728,62.7
bach,Wtcii11b.mid,processed\cnn\bach\Wtcii11b.npy,408,35.2
bach,WTCII12A.mid,processed\cnn\bach\WTCII12A.npy,888,76.4
bach,Wtcii12b.mid,processed\cnn\bach\Wtcii12b.npy,453,39.1
bach,WTCII13A.mid,processed\cnn\bach\WTCII13A.npy,613,52.8
bach,Wtcii13b.mid,processed\cnn\bach\Wtcii13b.npy,608,52.4
bach,WTCII14A.mid,processed\cnn\bach\WTCII14A.npy,612,52.7
bach,Wtcii14b.mid,processed\cnn\bach\Wtcii14b.npy,963,82.9
bach,WTCII15A.mid,processed\cnn\bach\WTCII15A.npy,580,50.0
bach,Wtcii15b.mid,processed\cnn\bach\Wtcii15b.npy,270,23.3
bach,WTCII16A.mid,processed\cnn\bach\WTCII16A.npy,529,45.6
bach,Wtcii16b.mid,processed\cnn\bach\Wtcii16b.npy,750,64.6
bach,WTCII17A.mid,processed\cnn\bach\WTCII17A.npy,749,64.5
bach,Wtcii17b.mid,processed\cnn\bach\Wtcii17b.npy,655,56.4
bach,WTCII18A.mid,processed\cnn\bach\WTCII18A.npy,999,86.0
bach,Wtcii18b.mid,processed\cnn\bach\Wtcii18b.npy,1111,95.6
bach,WTCII19A.mid,processed\cnn\bach\WTCII19A.npy,374,32.3
bach,Wtcii19b.mid,processed\cnn\bach\Wtcii19b.npy,303,26.2
bach,WTCII20A.mid,processed\cnn\bach\WTCII20A.npy,1024,88.1
bach,Wtcii20b.mid,processed\cnn\bach\Wtcii20b.npy,377,32.5
bach,WTCII21A.mid,processed\cnn\bach\WTCII21A.npy,1626,139.9
bach,Wtcii21b.mid,processed\cnn\bach\Wtcii21b.npy,623,53.7
bach,WTCII22A.mid,processed\cnn\bach\WTCII22A.npy,636,54.8
bach,Wtcii22b.mid,processed\cnn\bach\Wtcii22b.npy,1312,112.9
bach,WTCII23A.mid,processed\cnn\bach\WTCII23A.npy,451,38.9
bach,Wtcii23b.mid,processed\cnn\bach\Wtcii23b.npy,843,72.6
bach,Wtcii24a.mid,processed\cnn\bach\Wtcii24a.npy,457,39.4
bach,Wtcii24b.mid,processed\cnn\bach\Wtcii24b.npy,417,36.0
bach,Bwv1087_14_Canons.mid,processed\cnn\bach\Bwv1087_14_Canons.npy,936,80.6
bach,Variation_00_Aria.mid,processed\cnn\bach\Variation_00_Aria.npy,931,80.1
bach,Variation_01.mid,processed\cnn\bach\Variation_01.npy,463,39.9
bach,Variation_02.mid,processed\cnn\bach\Variation_02.npy,307,26.5
bach,Variation_03.mid,processed\cnn\bach\Variation_03.npy,463,39.9
bach,Variation_04.mid,processed\cnn\bach\Variation_04.npy,231,20.0
bach,Variation_05.mid,processed\cnn\bach\Variation_05.npy,463,39.9
bach,Variation_06.mid,processed\cnn\bach\Variation_06.npy,232,20.1
bach,Variation_07.mid,processed\cnn\bach\Variation_07.npy,463,39.9
bach,Variation_08.mid,processed\cnn\bach\Variation_08.npy,463,39.9
bach,Variation_09.mid,processed\cnn\bach\Variation_09.npy,307,26.5
bach,Variation_10.mid,processed\cnn\bach\Variation_10.npy,307,26.5
bach,Variation_11.mid,processed\cnn\bach\Variation_11.npy,460,39.7
bach,Variation_12.mid,processed\cnn\bach\Variation_12.npy,460,39.7
bach,Variation_13.mid,processed\cnn\bach\Variation_13.npy,921,79.3
bach,Variation_14.mid,processed\cnn\bach\Variation_14.npy,459,39.6
bach,Variation_15.mid,processed\cnn\bach\Variation_15.npy,1228,105.7
bach,Variation_16.mid,processed\cnn\bach\Variation_16.npy,636,54.8
bach,Variation_17.mid,processed\cnn\bach\Variation_17.npy,459,39.6
bach,Variation_18.mid,processed\cnn\bach\Variation_18.npy,307,26.5
bach,Variation_19.mid,processed\cnn\bach\Variation_19.npy,345,29.8
bach,Variation_20.mid,processed\cnn\bach\Variation_20.npy,459,39.6
bach,Variation_21.mid,processed\cnn\bach\Variation_21.npy,614,52.9
bach,Variation_22.mid,processed\cnn\bach\Variation_22.npy,307,26.5
bach,Variation_23.mid,processed\cnn\bach\Variation_23.npy,459,39.6
bach,Variation_24.mid,processed\cnn\bach\Variation_24.npy,694,59.8
bach,Variation_25.mid,processed\cnn\bach\Variation_25.npy,1380,118.7
bach,Variation_26.mid,processed\cnn\bach\Variation_26.npy,460,39.7
bach,Variation_27.mid,processed\cnn\bach\Variation_27.npy,460,39.7
bach,Variation_28.mid,processed\cnn\bach\Variation_28.npy,460,39.7
bach,Variation_29.mid,processed\cnn\bach\Variation_29.npy,463,39.9
bach,Variation_30.mid,processed\cnn\bach\Variation_30.npy,315,27.2
bach,Clavierubung_Part_111Duet_No2_in_F_Major.mid,processed\cnn\bach\Clavierubung_Part_111Duet_No2_in_F_Major.npy,653,56.2
bach,Bwv1041_Violin_Concerto_n1_1mov.mid,processed\cnn\bach\Bwv1041_Violin_Concerto_n1_1mov.npy,886,76.3
bach,Bwv1041_Violin_Concerto_n1_2mov.mid,processed\cnn\bach\Bwv1041_Violin_Concerto_n1_2mov.npy,1577,135.6
bach,Bwv1041_Violin_Concerto_n1_3mov.mid,processed\cnn\bach\Bwv1041_Violin_Concerto_n1_3mov.npy,827,71.2
bach,Bwv1042_Violin_Concerto_n2_1mov.mid,processed\cnn\bach\Bwv1042_Violin_Concerto_n2_1mov.npy,1689,145.3
bach,Bwv1042_Violin_Concerto_n2_2mov.mid,processed\cnn\bach\Bwv1042_Violin_Concerto_n2_2mov.npy,1150,99.0
