composer,filename,source_filename,shift,is_augmented
mozart,Piano_Sonata_n06_K284.mid,Piano_Sonata_n06_K284.mid,0,False
bach,WT1_X1A.mid,WT1_X1A.mid,0,False
beethoven,WoO049_Rondo.mid,WoO049_Rondo.mid,0,False
bach,1Bass_Aria.mid,1Bass_Aria.mid,0,False
bach,012506b_.mid,012506b_.mid,0,False
bach,12_Chor_Credo_In_Unum_Deum.mid,12_Chor_Credo_In_Unum_Deum.mid,0,False
mozart,Symphony_n36_K425_2mov_Linz.mid,Symphony_n36_K425_2mov_Linz.mid,0,False
beethoven,Lieder_op48_n6_Busslied.mid,Lieder_op48_n6_Busslied.mid,0,False
bach,WTCII12A.mid,WTCII12A.mid,0,False
bach,035000b_.mid,035000b_.mid,0,False
mozart,K398_Piano_Variations_Salve_Tu_Domine.mid,K398_Piano_Variations_Salve_Tu_Domine.mid,0,False
bach,066700b_.mid,066700b_.mid,0,False
bach,040000b_.mid,040000b_.mid,0,False
bach,Bwv1066_Orchestral_Suite_n1_1mov.mid,Bwv1066_Orchestral_Suite_n1_1mov.mid,0,False
bach,Bwv0811_English_Suite_n6_2mov.mid,Bwv0811_English_Suite_n6_2mov.mid,0,False
beethoven,String_Quartet_n2_op18_n2_1mov.mid,String_Quartet_n2_op18_n2_1mov.mid,0,False
mozart,K280_Piano_sonata_n02_1mov.mid,K280_Piano_sonata_n02_1mov.mid,0,False
bach,007614b_.mid,007614b_.mid,0,False
bach,Wtcii19b.mid,Wtcii19b.mid,0,False
bach,Musical_Offering_n2_Canon_Perpetuus.mid,Musical_Offering_n2_Canon_Perpetuus.mid,0,False
bach,Bwv1048_Brandenburg_Concert_n3_2-3movs.mid,Bwv1048_Brandenburg_Concert_n3_2-3movs.mid,0,False
bach,006402b_.mid,006402b_.mid,0,False
mozart,Symphony_n40_K550_3mov.mid,Symphony_n40_K550_3mov.mid,0,False
bach,Bwv0793_Sinfonia_n7.mid,Bwv0793_Sinfonia_n7.mid,0,False
bach,026200b_.mid,026200b_.mid,0,False
mozart,Piano_Sonata_n11_K331.mid,Piano_Sonata_n11_K331.mid,0,False
bach,030900b_.mid,030900b_.mid,0,False
chopin,Prelude_n22_op28_Impatience.mid,Prelude_n22_op28_Impatience.mid,0,False
mozart,K361_Serenade_n10_3mov.mid,K361_Serenade_n10_3mov.mid,0,False
bach,Bwv0806_English_Suite_n1_03mov.mid,Bwv0806_English_Suite_n1_03mov.mid,0,False
mozart,K622_Clarinet_Concerto_3mov.mid,K622_Clarinet_Concerto_3mov.mid,0,False
bach,022902b_.mid,022902b_.mid,0,False
bach,WT1_X6A.mid,WT1_X6A.mid,0,False
beethoven,Piano_Concerto_n2_op19_3mov.mid,Piano_Concerto_n2_op19_3mov.mid,0,False
mozart,Early_Pieces_n6_Llittle_minuet.mid,Early_Pieces_n6_Llittle_minuet.mid,0,False
mozart,Piano_Concerto_n16_K451_3mov.mid,Piano_Concerto_n16_K451_3mov.mid,0,False
mozart,K279_Piano_sonata_n01_3mov.mid,K279_Piano_sonata_n01_3mov.mid,0,False
beethoven,Piano_Sonata_n21_1mov_Waldstein.mid,Piano_Sonata_n21_1mov_Waldstein.mid,0,False
bach,Bwv0916_Toccata.mid,Bwv0916_Toccata.mid,0,False
mozart,K546_Adagio__Fugue_for_Strings.mid,K546_Adagio__Fugue_for_Strings.mid,0,False
mozart,K626_Requiem_12_agnus_dei.mid,K626_Requiem_12_agnus_dei.mid,0,False
mozart,Piano_Concerto_n18_K456_3mov_Paradis.mid,Piano_Concerto_n18_K456_3mov_Paradis.mid,0,False
bach,Musical_Offering_n3.mid,Musical_Offering_n3.mid,0,False
chopin,Revolutionary.mid,Revolutionary.mid,0,False
bach,Variation_05.mid,Variation_05.mid,0,False
bach,11_Chor_Cum_Sancto.mid,11_Chor_Cum_Sancto.mid,0,False
chopin,Nocturne_No1_Opus62.mid,Nocturne_No1_Opus62.mid,0,False
bach,Wtcii04b.mid,Wtcii04b.mid,0,False
bach,WTCII14A.mid,WTCII14A.mid,0,False
bach,073300b_.mid,073300b_.mid,0,False
bach,WT1_X1B.mid,WT1_X1B.mid,0,False
beethoven,32_Variations_on_a_theme.mid,32_Variations_on_a_theme.mid,0,False
bach,14_Polonaise.mid,14_Polonaise.mid,0,False
bach,Variation_30.mid,Variation_30.mid,0,False
beethoven,Piano_sonata_n26_Les_Adieux.mid,Piano_sonata_n26_Les_Adieux.mid,0,False
chopin,Etude_No7_in_C_Major_Opus10_No7.mid,Etude_No7_in_C_Major_Opus10_No7.mid,0,False
bach,Bwv1066_Orchestral_Suite_n1_7mov.mid,Bwv1066_Orchestral_Suite_n1_7mov.mid,0,False
beethoven,Piano_Sonata_n07.mid,Piano_Sonata_n07.mid,0,False
bach,Bwv0544_Prelude_and_Fugue.mid,Bwv0544_Prelude_and_Fugue.mid,0,False
bach,012008ba.mid,012008ba.mid,0,False
bach,065800b_.mid,065800b_.mid,0,False
bach,024859b6.mid,024859b6.mid,0,False
bach,Variation_20.mid,Variation_20.mid,0,False
mozart,K381_Piano_Sonata_4_Hands.mid,K381_Piano_Sonata_4_Hands.mid,0,False
bach,Bwv1058_Harpsichord_Concerto_n7_2mov.mid,Bwv1058_Harpsichord_Concerto_n7_2mov.mid,0,False
bach,035500b_.mid,035500b_.mid,0,False
mozart,K497_Piano_Sonata_4_Hands.mid,K497_Piano_Sonata_4_Hands.mid,0,False
bach,Wtcii10a.mid,Wtcii10a.mid,0,False
bach,Variation_28.mid,Variation_28.mid,0,False
bach,Bwv0560_Short_Prelude_and_Fugue_n8_Spurious.mid,Bwv0560_Short_Prelude_and_Fugue_n8_Spurious.mid,0,False
bach,Bwv0806_English_Suite_n1_09mov.mid,Bwv0806_English_Suite_n1_09mov.mid,0,False
bach,Bwv0539_Prelude_and_Fugue.mid,Bwv0539_Prelude_and_Fugue.mid,0,False
bach,Prelude_from_Sonata_n6.mid,Prelude_from_Sonata_n6.mid,0,False
bach,011205b_.mid,011205b_.mid,0,False
beethoven,Lieder_op48_n4_Die_Ehre_Gottes_Aus_Der_Natur.mid,Lieder_op48_n4_Die_Ehre_Gottes_Aus_Der_Natur.mid,0,False
bach,Bwv0938_Little_Prelude_n6.mid,Bwv0938_Little_Prelude_n6.mid,0,False
mozart,K622_Clarinet_Concerto_1mov.mid,K622_Clarinet_Concerto_1mov.mid,0,False
bach,Bwv1066_Orchestral_suite_n1_Overture.mid,Bwv1066_Orchestral_suite_n1_Overture.mid,0,False
bach,042200b_.mid,042200b_.mid,0,False
beethoven,Symphony_n2_op36_2mov.mid,Symphony_n2_op36_2mov.mid,0,False
bach,033400b_.mid,033400b_.mid,0,False
mozart,K495_Horn_Concerto_n4_3mov.mid,K495_Horn_Concerto_n4_3mov.mid,0,False
bach,Bwv0036.mid,Bwv0036.mid,0,False
bach,064700b_.mid,064700b_.mid,0,False
bach,009307b_.mid,009307b_.mid,0,False
bach,17_Bass_Aria_Et_In_Spritum.mid,17_Bass_Aria_Et_In_Spritum.mid,0,False
mozart,K620_Overture_The_Magic_Flute.mid,K620_Overture_The_Magic_Flute.mid,0,False
bach,Variation_24.mid,Variation_24.mid,0,False
mozart,K393_Solfeggi_n1.mid,K393_Solfeggi_n1.mid,0,False
chopin,Prelude_n01_op28_Reunion.mid,Prelude_n01_op28_Reunion.mid,0,False
bach,Wtcii11b.mid,Wtcii11b.mid,0,False
mozart,Piano_Concerto_n23_K488_1mov.mid,Piano_Concerto_n23_K488_1mov.mid,0,False
bach,Toccata_and_Fugue_in_D_minor_BWV_565_Busoni_Piano_Arr.mid,Toccata_and_Fugue_in_D_minor_BWV_565_Busoni_Piano_Arr.mid,0,False
bach,Bwv0549_Prelude_and_Fugue.mid,Bwv0549_Prelude_and_Fugue.mid,0,False
bach,Musical_Offering_n8.mid,Musical_Offering_n8.mid,0,False
bach,Variation_15.mid,Variation_15.mid,0,False
bach,Variation_27.mid,Variation_27.mid,0,False
bach,Variation_26.mid,Variation_26.mid,0,False
bach,10_Menuet.mid,10_Menuet.mid,0,False
bach,012306b_.mid,012306b_.mid,0,False
beethoven,Piano_Sonata_n10_2mov.mid,Piano_Sonata_n10_2mov.mid,0,False
bach,039700b_.mid,039700b_.mid,0,False
chopin,19_Polish_Songs_for_Solo_Voice_and_Piano_accomplements_No19.mid,19_Polish_Songs_for_Solo_Voice_and_Piano_accomplements_No19.mid,0,False
bach,Bwv018a5.mid,Bwv018a5.mid,0,False
bach,015105b_.mid,015105b_.mid,0,False
chopin,Winter_wind_etude.mid,Winter_wind_etude.mid,0,False
bach,069100orn.mid,069100orn.mid,0,False
mozart,K332_Piano_Sonata_n12_2mov.mid,K332_Piano_Sonata_n12_2mov.mid,0,False
bach,009207b_.mid,009207b_.mid,0,False
chopin,Waltz_op70_n2.mid,Waltz_op70_n2.mid,0,False
mozart,Piano_Concerto_n26_K537_1mov_Coronation.mid,Piano_Concerto_n26_K537_1mov_Coronation.mid,0,False
bach,Variation_00_Aria.mid,Variation_00_Aria.mid,0,False
bach,Simple_Fugue_Inverted_Subject_n1.mid,Simple_Fugue_Inverted_Subject_n1.mid,0,False
mozart,Viennese_Sonatinas_K439b_n2_1mov.mid,Viennese_Sonatinas_K439b_n2_1mov.mid,0,False
bach,WTCII23A.mid,WTCII23A.mid,0,False
bach,Bwv1041_Violin_Concerto_n1_2mov.mid,Bwv1041_Violin_Concerto_n1_2mov.mid,0,False
bach,036500b_.mid,036500b_.mid,0,False
bach,Bwv0806_English_Suite_n1_07mov.mid,Bwv0806_English_Suite_n1_07mov.mid,0,False
bach,024828b3.mid,024828b3.mid,0,False
beethoven,134.mid,134.mid,0,False
bach,13_Marche.mid,13_Marche.mid,0,False
mozart,Viennese_Sonatinas_K439b_n2_3mov.mid,Viennese_Sonatinas_K439b_n2_3mov.mid,0,False
beethoven,Piano_Concerto_No5Mov3.mid,Piano_Concerto_No5Mov3.mid,0,False
beethoven,Piano_Concerto_n3_op37_1mov.mid,Piano_Concerto_n3_op37_1mov.mid,0,False
mozart,Early_Pieces_n18_Little_Song.mid,Early_Pieces_n18_Little_Song.mid,0,False
bach,109100b_.mid,109100b_.mid,0,False
bach,027800b_.mid,027800b_.mid,0,False
bach,Bwv1014_Harpsicord_and_Violin_Sonata_1mov.mid,Bwv1014_Harpsicord_and_Violin_Sonata_1mov.mid,0,False
chopin,Sonata_No3_2nd_Mov_Scherzo.mid,Sonata_No3_2nd_Mov_Scherzo.mid,0,False
bach,014806b_.mid,014806b_.mid,0,False
bach,Bwv0057.mid,Bwv0057.mid,0,False
bach,bsgjg_b.mid,bsgjg_b.mid,0,False
bach,Bwv1053_Harpsichord_Concerto_n2_3mov.mid,Bwv1053_Harpsichord_Concerto_n2_3mov.mid,0,False
bach,065200b_.mid,065200b_.mid,0,False
chopin,Etude_op25_n05.mid,Etude_op25_n05.mid,0,False
mozart,K622_Clarinet_Concerto_2mov.mid,K622_Clarinet_Concerto_2mov.mid,0,False
chopin,Sonata_op35_n2.mid,Sonata_op35_n2.mid,0,False
bach,073800b_.mid,073800b_.mid,0,False
mozart,Piano_Concerto_n12_K414_1mov.mid,Piano_Concerto_n12_K414_1mov.mid,0,False
bach,02_Christe_Eleison.mid,02_Christe_Eleison.mid,0,False
beethoven,Sonata_for_Piano__Cello_n2_op05.mid,Sonata_for_Piano__Cello_n2_op05.mid,0,False
bach,005605b_.mid,005605b_.mid,0,False
mozart,Piano_Concerto_n17_K453_3mov.mid,Piano_Concerto_n17_K453_3mov.mid,0,False
bach,015403b_.mid,015403b_.mid,0,False
bach,024515B_.mid,024515B_.mid,0,False
bach,031400b_.mid,031400b_.mid,0,False
bach,WT1_X8A.mid,WT1_X8A.mid,0,False
bach,Bwv0535_Prelude_and_Fugue.mid,Bwv0535_Prelude_and_Fugue.mid,0,False
bach,Bwv1057_Harpsichord_Concerto_n6_3mov.mid,Bwv1057_Harpsichord_Concerto_n6_3mov.mid,0,False
bach,Piano_version_of_Bachs_two_part_inventions_No4.mid,Piano_version_of_Bachs_two_part_inventions_No4.mid,0,False
bach,Bwv1062_Two_Harpsichords_Concerto_n3.mid,Bwv1062_Two_Harpsichords_Concerto_n3.mid,0,False
bach,040100b_.mid,040100b_.mid,0,False
bach,Bwv1067_Orchestral_suite_n2_Rondeau.mid,Bwv1067_Orchestral_suite_n2_Rondeau.mid,0,False
beethoven,Opus045_Three_Grandes_Marches.mid,Opus045_Three_Grandes_Marches.mid,0,False
mozart,Piano_Concerto_n20_K466_2mov.mid,Piano_Concerto_n20_K466_2mov.mid,0,False
beethoven,Piano_Sonata_n19.mid,Piano_Sonata_n19.mid,0,False
bach,bsgjg_a.mid,bsgjg_a.mid,0,False
bach,024864qt.mid,024864qt.mid,0,False
bach,033800b_.mid,033800b_.mid,0,False
beethoven,String_Quartet_n2_op18_n2_3mov.mid,String_Quartet_n2_op18_n2_3mov.mid,0,False
beethoven,13.mid,13.mid,0,False
beethoven,Piano_Sonata_n06.mid,Piano_Sonata_n06.mid,0,False
bach,10Wir_setzen_uns_mit_Tra_nen_nieder_Chorus.mid,10Wir_setzen_uns_mit_Tra_nen_nieder_Chorus.mid,0,False
mozart,Piano_Concerto_n7_for_3_Pianos_K242_3mov_Lodron.mid,Piano_Concerto_n7_for_3_Pianos_K242_3mov_Lodron.mid,0,False
bach,Bwv1066_Orchestral_suite_n1_Passpied.mid,Bwv1066_Orchestral_suite_n1_Passpied.mid,0,False
bach,Bwv02011.mid,Bwv02011.mid,0,False
bach,06_Chor_Gratias_Animus_Tibi.mid,06_Chor_Gratias_Animus_Tibi.mid,0,False
bach,042000b_.mid,042000b_.mid,0,False
beethoven,Piano_Sonata_n09.mid,Piano_Sonata_n09.mid,0,False
mozart,Piano_Concerto_n8_K246_1mov.mid,Piano_Concerto_n8_K246_1mov.mid,0,False
bach,014505b_.mid,014505b_.mid,0,False
bach,Variation_19.mid,Variation_19.mid,0,False
chopin,Prelude_n18_op28_Suicide.mid,Prelude_n18_op28_Suicide.mid,0,False
bach,042500b_.mid,042500b_.mid,0,False
bach,Bwv1053_Harpsichord_Concerto_n2_2mov.mid,Bwv1053_Harpsichord_Concerto_n2_2mov.mid,0,False
bach,Bwv0795_Sinfonia_n9.mid,Bwv0795_Sinfonia_n9.mid,0,False
bach,Bwv1057_Harpsichord_Concerto_n6_2mov.mid,Bwv1057_Harpsichord_Concerto_n6_2mov.mid,0,False
beethoven,WoO083_Six_Escotish_Dances_for_Piano.mid,WoO083_Six_Escotish_Dances_for_Piano.mid,0,False
bach,17_Polonaise.mid,17_Polonaise.mid,0,False
beethoven,Piano_Sonata_n15_Pastoral.mid,Piano_Sonata_n15_Pastoral.mid,0,False
bach,Bwv0127.mid,Bwv0127.mid,0,False
bach,Bwv1069_Orchestral_suite_n4_Overture.mid,Bwv1069_Orchestral_suite_n4_Overture.mid,0,False
bach,Bwv1066_Orchestral_Suite_n1_6mov.mid,Bwv1066_Orchestral_Suite_n1_6mov.mid,0,False
bach,Bwv1069_Orchestral_suite_n4_Menuet.mid,Bwv1069_Orchestral_suite_n4_Menuet.mid,0,False
bach,Bwv0594_Vivaldi_Concerto_Arrangement_RV208.mid,Bwv0594_Vivaldi_Concerto_Arrangement_RV208.mid,0,False
beethoven,Rondo_Opus51_No1.mid,Rondo_Opus51_No1.mid,0,False
bach,031000b_.mid,031000b_.mid,0,False
mozart,Piano_Concerto_n20_K466_3mov.mid,Piano_Concerto_n20_K466_3mov.mid,0,False
beethoven,Piano_Romance__No50.mid,Piano_Romance__No50.mid,0,False
bach,024415b_.mid,024415b_.mid,0,False
bach,012905b_.mid,012905b_.mid,0,False
chopin,Etude_op25_n01_Harp_Etude.mid,Etude_op25_n01_Harp_Etude.mid,0,False
bach,009801b_.mid,009801b_.mid,0,False
mozart,K427_Great_Mass_1mov.mid,K427_Great_Mass_1mov.mid,0,False
bach,Canon_Fugue_n3.mid,Canon_Fugue_n3.mid,0,False
mozart,Symphony_n39_K543_3mov.mid,Symphony_n39_K543_3mov.mid,0,False
bach,006906bav.mid,006906bav.mid,0,False
bach,Bwv0527_Sonate_en_trio_n3.mid,Bwv0527_Sonate_en_trio_n3.mid,0,False
bach,Musical_Offering_n12.mid,Musical_Offering_n12.mid,0,False
chopin,Tarantella.mid,Tarantella.mid,0,False
mozart,Fantasia_in_D_K397.mid,Fantasia_in_D_K397.mid,0,False
beethoven,Piano_Sonatina_in_G_Op79.mid,Piano_Sonatina_in_G_Op79.mid,0,False
bach,Bwv1066_Orchestral_suite_n1_Menuet.mid,Bwv1066_Orchestral_suite_n1_Menuet.mid,0,False
bach,066500b_.mid,066500b_.mid,0,False
chopin,Prelude_n07_op28_The_Polish_Dance.mid,Prelude_n07_op28_The_Polish_Dance.mid,0,False
bach,Bwv0336.mid,Bwv0336.mid,0,False
mozart,K317_Coronation_Mass_5mov.mid,K317_Coronation_Mass_5mov.mid,0,False
bach,9O_Haupt_voll_Blut_und_Wunden_Chorus.mid,9O_Haupt_voll_Blut_und_Wunden_Chorus.mid,0,False
bach,064900b_.mid,064900b_.mid,0,False
chopin,Etude_op_10-5_Black_keys.mid,Etude_op_10-5_Black_keys.mid,0,False
mozart,K191_Bassoon_Concerto_3mov.mid,K191_Bassoon_Concerto_3mov.mid,0,False
mozart,K330_Piano_Sonata_n10_1mov.mid,K330_Piano_Sonata_n10_1mov.mid,0,False
mozart,K626_Requiem_05_Recordare.mid,K626_Requiem_05_Recordare.mid,0,False
mozart,Piano_Sonata_n07_K309.mid,Piano_Sonata_n07_K309.mid,0,False
bach,Counter_Fugue_n1.mid,Counter_Fugue_n1.mid,0,False
bach,bsgjg_j.mid,bsgjg_j.mid,0,False
bach,026400b_.mid,026400b_.mid,0,False
chopin,19_Polish_Songs_for_Solo_Voice_and_Piano_accomplements_No3.mid,19_Polish_Songs_for_Solo_Voice_and_Piano_accomplements_No3.mid,0,False
mozart,Piano_Concerto_n18_K456_1mov_Paradis.mid,Piano_Concerto_n18_K456_1mov_Paradis.mid,0,False
bach,Bwv0801_Sinfonia_n15.mid,Bwv0801_Sinfonia_n15.mid,0,False
beethoven,Symphony_op93_n8_2mov.mid,Symphony_op93_n8_2mov.mid,0,False
bach,Bwv1046_Brandenburg_Concert_n1_3mov.mid,Bwv1046_Brandenburg_Concert_n1_3mov.mid,0,False
beethoven,Symphony_op125_n9_3mov_Choral.mid,Symphony_op125_n9_3mov_Choral.mid,0,False
bach,Wtcii24a.mid,Wtcii24a.mid,0,False
mozart,K492_Overture_Le_Nozze_di_Figaro.mid,K492_Overture_Le_Nozze_di_Figaro.mid,0,False
bach,Musical_Offering_n4.mid,Musical_Offering_n4.mid,0,False
mozart,Piano_Sonata_n01_K279.mid,Piano_Sonata_n01_K279.mid,0,False
bach,035200b_.mid,035200b_.mid,0,False
bach,014505bv.mid,014505bv.mid,0,False
bach,029500b_.mid,029500b_.mid,0,False
bach,Bwv1067_Orchestral_suite_n2_Polonais.mid,Bwv1067_Orchestral_suite_n2_Polonais.mid,0,False
beethoven,Rondo_in_B_flat.mid,Rondo_in_B_flat.mid,0,False
bach,Jesu_Joy_of_Man_Desiring.mid,Jesu_Joy_of_Man_Desiring.mid,0,False
chopin,Etude_No1.mid,Etude_No1.mid,0,False
bach,024817b2.mid,024817b2.mid,0,False
bach,Bwv779_Invention_n08.mid,Bwv779_Invention_n08.mid,0,False
chopin,Nocturne_No15_in_F_Minor_Opus55_-1.mid,Nocturne_No15_in_F_Minor_Opus55_-1.mid,0,False
bach,Simple_Fugue_Inverted_Subject_n2.mid,Simple_Fugue_Inverted_Subject_n2.mid,0,False
bach,006906ba.mid,006906ba.mid,0,False
mozart,Contradance_n3.mid,Contradance_n3.mid,0,False
bach,035700b_.mid,035700b_.mid,0,False
bach,014403b_.mid,014403b_.mid,0,False
bach,bsgjg_g.mid,bsgjg_g.mid,0,False
bach,007206b_.mid,007206b_.mid,0,False
bach,WT1_1A.mid,WT1_1A.mid,0,False
chopin,Piano_Concerto_n2_2mov.mid,Piano_Concerto_n2_2mov.mid,0,False
mozart,Contradance_n1.mid,Contradance_n1.mid,0,False
bach,Piano_version_of_Bachs_two_part_inventions_No8.mid,Piano_version_of_Bachs_two_part_inventions_No8.mid,0,False
bach,WT1_X7B.mid,WT1_X7B.mid,0,False
mozart,K331_Piano_sonata_n11_3mov.mid,K331_Piano_sonata_n11_3mov.mid,0,False
bach,Variation_04.mid,Variation_04.mid,0,False
bach,013006b_.mid,013006b_.mid,0,False
mozart,Symphony_n40_K550_1mov.mid,Symphony_n40_K550_1mov.mid,0,False
chopin,Etude_op25_n04.mid,Etude_op25_n04.mid,0,False
chopin,Etude_op25_n08.mid,Etude_op25_n08.mid,0,False
beethoven,March_No3.mid,March_No3.mid,0,False
mozart,K570_Piano_Sonata_3mov.mid,K570_Piano_Sonata_3mov.mid,0,False
bach,026600b_.mid,026600b_.mid,0,False
bach,Bwv0016.mid,Bwv0016.mid,0,False
beethoven,Piano_Sonata_n28.mid,Piano_Sonata_n28.mid,0,False
bach,Bwv0556_Short_Prelude_and_Fugue_n4_Spurious.mid,Bwv0556_Short_Prelude_and_Fugue_n4_Spurious.mid,0,False
chopin,Grande_Waltz_op18.mid,Grande_Waltz_op18.mid,0,False
chopin,Nocturne_op09_n2.mid,Nocturne_op09_n2.mid,0,False
bach,Bwv0026.mid,Bwv0026.mid,0,False
bach,Bwv0811_English_Suite_n6_3mov.mid,Bwv0811_English_Suite_n6_3mov.mid,0,False
bach,029000b_.mid,029000b_.mid,0,False
mozart,A_piece_for_PianoK176.mid,A_piece_for_PianoK176.mid,0,False
bach,037300bv.mid,037300bv.mid,0,False
bach,013506b_.mid,013506b_.mid,0,False
bach,Triple_Fugue_n2.mid,Triple_Fugue_n2.mid,0,False
bach,004311b_.mid,004311b_.mid,0,False
mozart,Symphony_n28_K200_2mov.mid,Symphony_n28_K200_2mov.mid,0,False
bach,Bwv1042_Violin_Concerto_n2_1mov.mid,Bwv1042_Violin_Concerto_n2_1mov.mid,0,False
chopin,Nocturne_op27_n1.mid,Nocturne_op27_n1.mid,0,False
bach,Tocatto_No1_in_F_Sharp_Minor_BWV_910.mid,Tocatto_No1_in_F_Sharp_Minor_BWV_910.mid,0,False
mozart,K525_Serenade_4mov_Eine_Kleine_Natchmusik.mid,K525_Serenade_4mov_Eine_Kleine_Natchmusik.mid,0,False
bach,Simple_Fugue_Regular_Subject_n2.mid,Simple_Fugue_Regular_Subject_n2.mid,0,False
bach,15_Musette.mid,15_Musette.mid,0,False
bach,Bwv0533_Prelude_and_Fugue.mid,Bwv0533_Prelude_and_Fugue.mid,0,False
bach,13_Chor_Patrem_Omnipotentem.mid,13_Chor_Patrem_Omnipotentem.mid,0,False
beethoven,WoO055_Prelude.mid,WoO055_Prelude.mid,0,False
bach,WT1_XX_A.mid,WT1_XX_A.mid,0,False
bach,invent14.mid,invent14.mid,0,False
bach,004803b_.mid,004803b_.mid,0,False
beethoven,Piano_Sonata_n22.mid,Piano_Sonata_n22.mid,0,False
beethoven,Piano_Sonata_No27.mid,Piano_Sonata_No27.mid,0,False
bach,011704v1.mid,011704v1.mid,0,False
bach,008008b_.mid,008008b_.mid,0,False
bach,16_Et_Ressurexit.mid,16_Et_Ressurexit.mid,0,False
bach,Bwv1068_Orchestral_Suite_n3_5mov.mid,Bwv1068_Orchestral_Suite_n3_5mov.mid,0,False
bach,039000b_.mid,039000b_.mid,0,False
bach,016406b_.mid,016406b_.mid,0,False
bach,033600b_.mid,033600b_.mid,0,False
bach,008506b_.mid,008506b_.mid,0,False
bach,Bwv0997_Partita_for_Lute_5mov.mid,Bwv0997_Partita_for_Lute_5mov.mid,0,False
mozart,K626_Requiem_02_rextremendae.mid,K626_Requiem_02_rextremendae.mid,0,False
bach,Bwv001.mid,Bwv001.mid,0,False
beethoven,Piano_Sonata_n08_op13_2mov_Pathetique.mid,Piano_Sonata_n08_op13_2mov_Pathetique.mid,0,False
bach,076902b_.mid,076902b_.mid,0,False
beethoven,String_Quartet_n1_op18_1mov.mid,String_Quartet_n1_op18_1mov.mid,0,False
bach,Bwv1066_Orchestral_Suite_n1_2mov.mid,Bwv1066_Orchestral_Suite_n1_2mov.mid,0,False
bach,031300b_.mid,031300b_.mid,0,False
bach,Bwv0529_Sonate_en_trio_n5.mid,Bwv0529_Sonate_en_trio_n5.mid,0,False
bach,WTCII05A.mid,WTCII05A.mid,0,False
bach,024835b3.mid,024835b3.mid,0,False
bach,Bwv1067_Orchestral_Suite_n2_6mov.mid,Bwv1067_Orchestral_Suite_n2_6mov.mid,0,False
bach,011106b_.mid,011106b_.mid,0,False
bach,Wtcii18b.mid,Wtcii18b.mid,0,False
mozart,Piano_Concerto_n25_K503_3mov.mid,Piano_Concerto_n25_K503_3mov.mid,0,False
beethoven,Sieben_Bagatellen_in_D_Major_Opus33_No6.mid,Sieben_Bagatellen_in_D_Major_Opus33_No6.mid,0,False
beethoven,String_Quartet_n16_op135_1mov.mid,String_Quartet_n16_op135_1mov.mid,0,False
chopin,Nocturne_No18_in_E_Major_Op62.mid,Nocturne_No18_in_E_Major_Op62.mid,0,False
mozart,Piano_Sonata_n05_K283.mid,Piano_Sonata_n05_K283.mid,0,False
chopin,Ballad_op53.mid,Ballad_op53.mid,0,False
bach,Bwv0789_Sinfonia_n3.mid,Bwv0789_Sinfonia_n3.mid,0,False
bach,Bwv0911_Toccata.mid,Bwv0911_Toccata.mid,0,False
bach,WTCII04A.mid,WTCII04A.mid,0,False
bach,028900b_.mid,028900b_.mid,0,False
beethoven,Symphony_n4_3mov.mid,Symphony_n4_3mov.mid,0,False
bach,024462b_.mid,024462b_.mid,0,False
mozart,K339_Vesperae_solemnes_de_confessore_Vespers_1mov_Dixit_Dominus.mid,K339_Vesperae_solemnes_de_confessore_Vespers_1mov_Dixit_Dominus.mid,0,False
chopin,19_Polish_Songs_for_Solo_Voice_and_Piano_accomplements_No15.mid,19_Polish_Songs_for_Solo_Voice_and_Piano_accomplements_No15.mid,0,False
bach,Prelude_and_Fugue_in_D.mid,Prelude_and_Fugue_in_D.mid,0,False
bach,031100b_.mid,031100b_.mid,0,False
chopin,2542Prelude_opus28_No16_in_B_flat_minor.mid,2542Prelude_opus28_No16_in_B_flat_minor.mid,0,False
bach,028300b_.mid,028300b_.mid,0,False
bach,Musical_Offering_n10.mid,Musical_Offering_n10.mid,0,False
bach,Canon_Fugue_n1.mid,Canon_Fugue_n1.mid,0,False
bach,006507b_.mid,006507b_.mid,0,False
bach,Variation_03.mid,Variation_03.mid,0,False
mozart,K03_Allegro_in_Bb.mid,K03_Allegro_in_Bb.mid,0,False
bach,034400b_.mid,034400b_.mid,0,False
bach,041900b_.mid,041900b_.mid,0,False
bach,Wtcii01b.mid,Wtcii01b.mid,0,False
beethoven,Symphony_n5_op67_3-4mov.mid,Symphony_n5_op67_3-4mov.mid,0,False
beethoven,Sonatina_n1_op05.mid,Sonatina_n1_op05.mid,0,False
mozart,K525_Serenade_1mov_Eine_Kleine_Natchmusik.mid,K525_Serenade_1mov_Eine_Kleine_Natchmusik.mid,0,False
chopin,Finale_to_B_Minor_Paino_Sonata.mid,Finale_to_B_Minor_Paino_Sonata.mid,0,False
mozart,Piano_Sonata_n09_K310.mid,Piano_Sonata_n09_K310.mid,0,False
bach,019710b_.mid,019710b_.mid,0,False
beethoven,Rondo_Opus51_No2.mid,Rondo_Opus51_No2.mid,0,False
bach,Variation_18.mid,Variation_18.mid,0,False
bach,Bwv0077.mid,Bwv0077.mid,0,False
mozart,Symphony_n33_K319_1mov.mid,Symphony_n33_K319_1mov.mid,0,False
